pr_item_id,pr_id,item_id,requested_quantity,uom,required_date,estimated_unit_cost,priority,reason_for_requirement,current_stock_quantity,reorder_level,budget_code,remarks,status
5019,2019,66,377.000,No,2025-10-01,1.50,High,Required for Fasteners consumption plan.,0.000,6400.000,BG-2025-03,Generated PR item.,Converted to PO
5020,2020,67,55.000,No,2025-09-26,2.50,High,Required for Fasteners consumption plan.,0.000,4800.000,BG-2025-04,Generated PR item.,Converted to PO
5021,2021,68,452.000,No,2025-10-05,6.00,Urgent,Required for Fasteners consumption plan.,0.000,2880.000,BG-2025-05,Generated PR item.,Converted to PO
5022,2022,69,237.000,No,2025-10-09,0.80,High,Required for Fasteners consumption plan.,0.000,6400.000,BG-2025-06,Generated PR item.,Converted to PO
5023,2023,70,438.000,No,2025-10-12,1.20,High,Required for Fasteners consumption plan.,0.000,4800.000,BG-2025-07,Generated PR item.,Converted to PO
5024,2024,71,137.000,No,2025-09-26,2.50,High,Required for Fasteners consumption plan.,0.000,2880.000,BG-2025-08,Generated PR item.,Converted to PO
5025,2025,72,87.000,No,2025-10-01,0.80,Urgent,Required for Fasteners consumption plan.,0.000,6400.000,BG-2025-09,Generated PR item.,Converted to PO
5026,2026,73,483.000,No,2025-10-04,1.20,High,Required for Fasteners consumption plan.,0.000,4800.000,BG-2025-10,Generated PR item.,Converted to PO
5027,2027,74,386.000,No,2025-09-27,2.50,High,Required for Fasteners consumption plan.,0.000,2880.000,BG-2025-11,Generated PR item.,Converted to PO
5028,2028,75,458.000,No,2025-10-11,4.00,High,Required for Fasteners consumption plan.,0.000,1600.000,BG-2025-12,Generated PR item.,Converted to PO
5029,2029,76,173.000,No,2025-09-29,7.00,Urgent,Required for Fasteners consumption plan.,0.000,960.000,BG-2025-01,Generated PR item.,Converted to PO
5030,2030,77,214.000,No,2025-10-08,15.00,High,Required for Fasteners consumption plan.,0.000,480.000,BG-2025-02,Generated PR item.,Converted to PO
5031,2031,78,297.000,No,2025-10-13,4.00,High,Required for Fasteners consumption plan.,0.000,3040.000,BG-2025-03,Generated PR item.,Converted to PO
5032,2032,79,235.000,No,2025-10-10,4.00,High,Required for Fasteners consumption plan.,0.000,3040.000,BG-2025-04,Generated PR item.,Converted to PO
5033,2033,80,28053.000,ml,2025-10-11,0.80,Urgent,Required for Consumables consumption plan.,0.000,144000.000,BG-2025-05,Generated PR item.,Converted to PO
5034,2034,81,11878.000,g,2025-10-02,1.20,High,Required for Consumables consumption plan.,0.000,42000.000,BG-2025-06,Generated PR item.,Converted to PO
5035,2035,82,62832.000,ml,2025-10-12,1.50,High,Required for Consumables consumption plan.,0.000,8000.000,BG-2025-07,Generated PR item.,Converted to PO
5036,2036,83,2098.000,g,2025-10-06,0.60,High,Required for Consumables consumption plan.,0.000,24000.000,BG-2025-08,Generated PR item.,Converted to PO
5037,2037,84,36914.000,ml,2025-09-30,0.25,Urgent,Required for Consumables consumption plan.,0.000,156000.000,BG-2025-09,Generated PR item.,Converted to PO
5038,2038,85,9492.000,g,2025-10-05,1.80,High,Required for Consumables consumption plan.,0.000,9000.000,BG-2025-10,Generated PR item.,Converted to PO
5039,2039,86,3039.000,g,2025-10-06,1.20,High,Required for Consumables consumption plan.,0.000,4000.000,BG-2025-11,Generated PR item.,Converted to PO
5040,2040,87,4557.000,g,2025-10-09,0.80,High,Required for Consumables consumption plan.,0.000,12000.000,BG-2025-12,Generated PR item.,Converted to PO
5041,2041,88,126.000,No,2025-10-04,45.00,Urgent,Required for Packaging Materials consumption plan.,0.000,1520.000,BG-2025-01,Generated PR item.,Converted to PO
5042,2042,89,30.000,No,2025-10-09,18.00,High,Required for Packaging Materials consumption plan.,0.000,3040.000,BG-2025-02,Generated PR item.,Converted to PO
5043,2043,90,89.000,Sheet,2025-10-08,10.00,High,Required for Packaging Materials consumption plan.,0.000,1760.000,BG-2025-03,Generated PR item.,Converted to PO
5044,2044,91,142.000,No,2025-10-06,6.00,High,Required for Packaging Materials consumption plan.,0.000,1520.000,BG-2025-04,Generated PR item.,Converted to PO
5045,2045,92,440.000,m,2025-10-13,1.20,Urgent,Required for Packaging Materials consumption plan.,0.000,1600.000,BG-2025-05,Generated PR item.,Converted to PO
5046,2046,93,29.000,No,2025-10-07,3.00,High,Required for Packaging Materials consumption plan.,0.000,1760.000,BG-2025-06,Generated PR item.,Converted to PO
5047,2047,94,111.000,No,2025-10-15,35.00,High,Required for Identification & Documentation consumption plan.,0.000,1520.000,BG-2025-07,Generated PR item.,Converted to PO
5048,2048,95,30.000,No,2025-10-07,3.00,High,Required for Identification & Documentation consumption plan.,0.000,1520.000,BG-2025-08,Generated PR item.,Converted to PO
5049,2049,96,110.000,No,2025-10-18,4.00,Urgent,Required for Identification & Documentation consumption plan.,0.000,1520.000,BG-2025-09,Generated PR item.,Converted to PO
5050,2050,97,123.000,No,2025-10-09,2.00,High,Required for Identification & Documentation consumption plan.,0.000,1520.000,BG-2025-10,Generated PR item.,Converted to PO
5051,2051,98,201.000,No,2025-10-04,8.00,High,Required for Identification & Documentation consumption plan.,0.000,1520.000,BG-2025-11,Generated PR item.,Converted to PO
5052,2052,99,113.000,No,2025-10-06,4.00,High,Required for Identification & Documentation consumption plan.,0.000,1520.000,BG-2025-12,Generated PR item.,Converted to PO
5053,2053,1,471.000,No,2025-10-18,1800.00,Urgent,Required for Core Components consumption plan.,0.000,800.000,BG-2025-01,Generated PR item.,Converted to PO
5054,2054,2,112.000,No,2025-10-20,2800.00,High,Required for Core Components consumption plan.,0.000,480.000,BG-2025-02,Generated PR item.,Converted to PO
5055,2055,3,73.000,No,2025-10-08,6200.00,High,Required for Core Components consumption plan.,0.000,240.000,BG-2025-03,Generated PR item.,Converted to PO
5056,2056,4,52.000,No,2025-10-15,1200.00,High,Required for Core Components consumption plan.,0.000,800.000,BG-2025-04,Generated PR item.,Converted to PO
5057,2057,5,210.000,No,2025-10-15,2200.00,Urgent,Required for Core Components consumption plan.,0.000,480.000,BG-2025-05,Generated PR item.,Converted to PO
5058,2058,6,137.000,No,2025-10-08,5000.00,High,Required for Core Components consumption plan.,0.000,240.000,BG-2025-06,Generated PR item.,Converted to PO
5059,2059,7,27.000,No,2025-10-14,180.00,High,Required for Magnetic Components consumption plan.,0.000,6400.000,BG-2025-07,Generated PR item.,Converted to PO
5060,2060,8,63.000,No,2025-10-18,240.00,High,Required for Magnetic Components consumption plan.,0.000,4800.000,BG-2025-08,Generated PR item.,Converted to PO
5061,2061,9,244.000,No,2025-10-23,360.00,Urgent,Required for Magnetic Components consumption plan.,0.000,2880.000,BG-2025-09,Generated PR item.,Converted to PO
5062,2062,10,201.000,No,2025-10-22,450.00,High,Required for Mechanical Components consumption plan.,0.000,800.000,BG-2025-10,Generated PR item.,Converted to PO
5063,2063,11,9.000,No,2025-10-08,750.00,High,Required for Mechanical Components consumption plan.,0.000,480.000,BG-2025-11,Generated PR item.,Converted to PO
5064,2064,12,230.000,No,2025-10-11,1800.00,High,Required for Mechanical Components consumption plan.,0.000,240.000,BG-2025-12,Generated PR item.,Converted to PO
5065,2065,13,55.000,No,2025-10-15,160.00,Urgent,Required for Mechanical Components consumption plan.,0.000,800.000,BG-2025-01,Generated PR item.,Converted to PO
5066,2066,14,104.000,No,2025-10-10,220.00,High,Required for Mechanical Components consumption plan.,0.000,480.000,BG-2025-02,Generated PR item.,Converted to PO
5067,2067,15,85.000,No,2025-10-18,420.00,High,Required for Mechanical Components consumption plan.,0.000,240.000,BG-2025-03,Generated PR item.,Converted to PO
5068,2068,16,104.000,No,2025-10-08,1300.00,High,Required for Mechanical Components consumption plan.,0.000,800.000,BG-2025-04,Generated PR item.,Converted to PO
5069,2069,17,192.000,No,2025-10-10,2400.00,Urgent,Required for Mechanical Components consumption plan.,0.000,480.000,BG-2025-05,Generated PR item.,Converted to PO
5070,2070,18,180.000,No,2025-10-09,5200.00,High,Required for Mechanical Components consumption plan.,0.000,240.000,BG-2025-06,Generated PR item.,Converted to PO
5071,2071,19,151.000,No,2025-10-14,450.00,High,Required for Mechanical Components consumption plan.,0.000,1520.000,BG-2025-07,Generated PR item.,Converted to PO
5072,2072,20,159.000,No,2025-10-23,450.00,High,Required for Mechanical Components consumption plan.,0.000,1520.000,BG-2025-08,Generated PR item.,Converted to PO
5073,2073,21,183.000,No,2025-10-13,60.00,Urgent,Required for Mechanical Components consumption plan.,0.000,1280.000,BG-2025-09,Generated PR item.,Converted to PO
5074,2074,22,50.000,No,2025-10-27,120.00,High,Required for Mechanical Components consumption plan.,0.000,240.000,BG-2025-10,Generated PR item.,Converted to PO
5075,2075,23,42.000,No,2025-10-14,120.00,High,Required for Bearings consumption plan.,0.000,1600.000,BG-2025-11,Generated PR item.,Converted to PO
5076,2076,24,15.000,No,2025-10-11,220.00,High,Required for Bearings consumption plan.,0.000,960.000,BG-2025-12,Generated PR item.,Converted to PO
5077,2077,25,72.000,No,2025-10-18,650.00,Urgent,Required for Bearings consumption plan.,0.000,480.000,BG-2025-01,Generated PR item.,Converted to PO
5078,2078,26,112.000,No,2025-10-25,15.00,High,Required for Sealing Components consumption plan.,0.000,1520.000,BG-2025-02,Generated PR item.,Converted to PO
5079,2079,27,161.000,No,2025-10-14,45.00,High,Required for Sealing Components consumption plan.,0.000,1280.000,BG-2025-03,Generated PR item.,Converted to PO
5080,2080,28,143.000,No,2025-10-14,110.00,High,Required for Sealing Components consumption plan.,0.000,480.000,BG-2025-04,Generated PR item.,Converted to PO
5081,2081,29,62.000,kg,2025-10-28,850.00,Urgent,Required for Electrical Components consumption plan.,0.000,1440.000,BG-2025-05,Generated PR item.,Converted to PO
5082,2082,30,36.000,kg,2025-10-23,880.00,High,Required for Electrical Components consumption plan.,0.000,1536.000,BG-2025-06,Generated PR item.,Converted to PO
5083,2083,31,195.000,kg,2025-10-19,920.00,High,Required for Electrical Components consumption plan.,0.000,1560.000,BG-2025-07,Generated PR item.,Converted to PO
5084,2084,32,161.000,m,2025-10-27,35.00,High,Required for Electrical Components consumption plan.,0.000,2400.000,BG-2025-08,Generated PR item.,Converted to PO
5085,2085,33,72.000,m,2025-10-29,60.00,Urgent,Required for Electrical Components consumption plan.,0.000,1920.000,BG-2025-09,Generated PR item.,Converted to PO
5086,2086,34,167.000,m,2025-10-20,150.00,High,Required for Electrical Components consumption plan.,0.000,1200.000,BG-2025-10,Generated PR item.,Converted to PO
5087,2087,35,226.000,No,2025-10-25,90.00,High,Required for Electrical Components consumption plan.,0.000,800.000,BG-2025-11,Generated PR item.,Converted to PO
5088,2088,36,69.000,No,2025-10-15,180.00,High,Required for Electrical Components consumption plan.,0.000,480.000,BG-2025-12,Generated PR item.,Converted to PO
5089,2089,37,247.000,No,2025-10-20,420.00,Urgent,Required for Electrical Components consumption plan.,0.000,240.000,BG-2025-01,Generated PR item.,Converted to PO
5090,2090,38,118.000,No,2025-10-25,12.00,High,Required for Electrical Components consumption plan.,0.000,4560.000,BG-2025-02,Generated PR item.,Converted to PO
5091,2091,39,217.000,No,2025-10-19,45.00,High,Required for Electronic Components consumption plan.,0.000,2400.000,BG-2025-03,Generated PR item.,Converted to PO
5092,2092,40,165.000,No,2025-11-02,120.00,High,Required for Electronic Components consumption plan.,0.000,800.000,BG-2025-04,Generated PR item.,Converted to PO
5093,2093,41,15.000,No,2025-11-03,1400.00,Urgent,Required for Electronic Components consumption plan.,0.000,480.000,BG-2025-05,Generated PR item.,Converted to PO
5094,2094,42,130.000,No,2025-10-21,3200.00,High,Required for Electronic Components consumption plan.,0.000,240.000,BG-2025-06,Generated PR item.,Converted to PO
5095,2095,43,107.000,No,2025-10-24,85.00,High,Required for Electronic Components consumption plan.,0.000,480.000,BG-2025-07,Generated PR item.,Converted to PO
5096,2096,44,54.000,No,2025-10-20,220.00,High,Required for Electronic Components consumption plan.,0.000,480.000,BG-2025-08,Generated PR item.,Converted to PO
5097,2097,45,140.000,No,2025-10-26,350.00,Urgent,Required for Electronic Components consumption plan.,0.000,1280.000,BG-2025-09,Generated PR item.,Converted to PO
5098,2098,46,30.000,No,2025-10-20,750.00,High,Required for Electronic Components consumption plan.,0.000,240.000,BG-2025-10,Generated PR item.,Converted to PO
5099,2099,47,58.000,Set,2025-10-25,450.00,High,Required for Electronic Components consumption plan.,0.000,1280.000,BG-2025-11,Generated PR item.,Converted to PO
5100,2100,48,67.000,Set,2025-10-27,950.00,High,Required for Electronic Components consumption plan.,0.000,240.000,BG-2025-12,Generated PR item.,Converted to PO
5101,2101,49,27.000,No,2025-10-30,25.00,Urgent,Required for Electronic Components consumption plan.,0.000,800.000,BG-2025-01,Generated PR item.,Converted to PO
5102,2102,50,122.000,No,2025-10-29,40.00,High,Required for Electronic Components consumption plan.,0.000,480.000,BG-2025-02,Generated PR item.,Converted to PO
5103,2103,51,166.000,No,2025-10-22,110.00,High,Required for Electronic Components consumption plan.,0.000,240.000,BG-2025-03,Generated PR item.,Converted to PO
5104,2104,52,20.000,No,2025-11-03,2.00,High,Required for Electronic Components consumption plan.,0.000,4000.000,BG-2025-04,Generated PR item.,Converted to PO
5105,2105,53,100.000,No,2025-11-01,3.00,Urgent,Required for Electronic Components consumption plan.,0.000,2880.000,BG-2025-05,Generated PR item.,Converted to PO
5106,2106,54,68.000,No,2025-11-02,5.00,High,Required for Electronic Components consumption plan.,0.000,1920.000,BG-2025-06,Generated PR item.,Converted to PO
5107,2107,55,14.000,No,2025-10-29,8.00,High,Required for Insulation Materials consumption plan.,0.000,19200.000,BG-2025-07,Generated PR item.,Converted to PO
5108,2108,56,202.000,No,2025-11-06,10.00,High,Required for Insulation Materials consumption plan.,0.000,17280.000,BG-2025-08,Generated PR item.,Converted to PO
5109,2109,57,114.000,No,2025-10-29,12.00,Urgent,Required for Insulation Materials consumption plan.,0.000,11520.000,BG-2025-09,Generated PR item.,Converted to PO
5110,2110,58,189.000,No,2025-11-05,6.00,High,Required for Insulation Materials consumption plan.,0.000,48000.000,BG-2025-10,Generated PR item.,Converted to PO
5111,2111,59,149.000,No,2025-10-26,5.00,High,Required for Insulation Materials consumption plan.,0.000,48000.000,BG-2025-11,Generated PR item.,Converted to PO
5112,2112,60,441.000,m,2025-10-27,18.00,High,Required for Insulation Materials consumption plan.,0.000,400.000,BG-2025-12,Generated PR item.,Converted to PO
5113,2113,61,499.000,m,2025-11-01,25.00,Urgent,Required for Insulation Materials consumption plan.,0.000,384.000,BG-2025-01,Generated PR item.,Converted to PO
5114,2114,62,309.000,m,2025-11-03,45.00,High,Required for Insulation Materials consumption plan.,0.000,240.000,BG-2025-02,Generated PR item.,Converted to PO
5115,2115,63,189.000,No,2025-11-07,3.00,High,Required for Fasteners consumption plan.,0.000,6400.000,BG-2025-03,Generated PR item.,Converted to PO
5116,2116,64,223.000,No,2025-10-31,5.00,High,Required for Fasteners consumption plan.,0.000,4800.000,BG-2025-04,Generated PR item.,Converted to PO
5117,2117,65,417.000,No,2025-11-11,12.00,Urgent,Required for Fasteners consumption plan.,0.000,2880.000,BG-2025-05,Generated PR item.,Converted to PO
5118,2118,66,225.000,No,2025-11-02,1.50,High,Required for Fasteners consumption plan.,0.000,6400.000,BG-2025-06,Generated PR item.,Converted to PO
5119,2119,67,269.000,No,2025-11-06,2.50,High,Required for Fasteners consumption plan.,0.000,4800.000,BG-2025-07,Generated PR item.,Converted to PO
5120,2120,68,113.000,No,2025-11-13,6.00,High,Required for Fasteners consumption plan.,0.000,2880.000,BG-2025-08,Generated PR item.,Converted to PO
5121,2121,69,496.000,No,2025-11-07,0.80,Urgent,Required for Fasteners consumption plan.,0.000,6400.000,BG-2025-09,Generated PR item.,Converted to PO
5122,2122,70,333.000,No,2025-11-10,1.20,High,Required for Fasteners consumption plan.,0.000,4800.000,BG-2025-10,Generated PR item.,Converted to PO
5123,2123,71,178.000,No,2025-11-14,2.50,High,Required for Fasteners consumption plan.,0.000,2880.000,BG-2025-11,Generated PR item.,Converted to PO
5124,2124,72,301.000,No,2025-11-15,0.80,High,Required for Fasteners consumption plan.,0.000,6400.000,BG-2025-12,Generated PR item.,Converted to PO
5125,2125,73,212.000,No,2025-11-07,1.20,Urgent,Required for Fasteners consumption plan.,0.000,4800.000,BG-2025-01,Generated PR item.,Converted to PO
5126,2126,74,94.000,No,2025-11-06,2.50,High,Required for Fasteners consumption plan.,0.000,2880.000,BG-2025-02,Generated PR item.,Converted to PO
5127,2127,75,440.000,No,2025-11-02,4.00,High,Required for Fasteners consumption plan.,0.000,1600.000,BG-2025-03,Generated PR item.,Converted to PO
5128,2128,76,446.000,No,2025-11-09,7.00,High,Required for Fasteners consumption plan.,0.000,960.000,BG-2025-04,Generated PR item.,Converted to PO
5129,2129,77,421.000,No,2025-11-16,15.00,Urgent,Required for Fasteners consumption plan.,0.000,480.000,BG-2025-05,Generated PR item.,Converted to PO
5130,2130,78,197.000,No,2025-11-08,4.00,High,Required for Fasteners consumption plan.,0.000,3040.000,BG-2025-06,Generated PR item.,Converted to PO
5131,2131,79,143.000,No,2025-11-06,4.00,High,Required for Fasteners consumption plan.,0.000,3040.000,BG-2025-07,Generated PR item.,Converted to PO
5132,2132,80,9725.000,ml,2025-11-01,0.80,High,Required for Consumables consumption plan.,0.000,144000.000,BG-2025-08,Generated PR item.,Converted to PO
5133,2133,81,22215.000,g,2025-11-07,1.20,Urgent,Required for Consumables consumption plan.,0.000,42000.000,BG-2025-09,Generated PR item.,Converted to PO
5134,2134,82,36149.000,ml,2025-11-04,1.50,High,Required for Consumables consumption plan.,0.000,8000.000,BG-2025-10,Generated PR item.,Converted to PO
5135,2135,83,26875.000,g,2025-11-18,0.60,High,Required for Consumables consumption plan.,0.000,24000.000,BG-2025-11,Generated PR item.,Converted to PO
5136,2136,84,87637.000,ml,2025-11-10,0.25,High,Required for Consumables consumption plan.,0.000,156000.000,BG-2025-12,Generated PR item.,Converted to PO
5137,2137,85,4717.000,g,2025-11-03,1.80,Urgent,Required for Consumables consumption plan.,0.000,9000.000,BG-2025-01,Generated PR item.,Converted to PO
5138,2138,86,27592.000,g,2025-11-03,1.20,High,Required for Consumables consumption plan.,0.000,4000.000,BG-2025-02,Generated PR item.,Converted to PO
5139,2139,87,5068.000,g,2025-11-17,0.80,High,Required for Consumables consumption plan.,0.000,12000.000,BG-2025-03,Generated PR item.,Converted to PO
5140,2140,88,125.000,No,2025-11-18,45.00,High,Required for Packaging Materials consumption plan.,0.000,1520.000,BG-2025-04,Generated PR item.,Converted to PO
5141,2141,89,121.000,No,2025-11-16,18.00,Urgent,Required for Packaging Materials consumption plan.,0.000,3040.000,BG-2025-05,Generated PR item.,Converted to PO
5142,2142,90,240.000,Sheet,2025-11-06,10.00,High,Required for Packaging Materials consumption plan.,0.000,1760.000,BG-2025-06,Generated PR item.,Converted to PO
5143,2143,91,166.000,No,2025-11-05,6.00,High,Required for Packaging Materials consumption plan.,0.000,1520.000,BG-2025-07,Generated PR item.,Converted to PO
5144,2144,92,440.000,m,2025-11-07,1.20,High,Required for Packaging Materials consumption plan.,0.000,1600.000,BG-2025-08,Generated PR item.,Converted to PO
5145,2145,93,151.000,No,2025-11-17,3.00,Urgent,Required for Packaging Materials consumption plan.,0.000,1760.000,BG-2025-09,Generated PR item.,Converted to PO
5146,2146,94,208.000,No,2025-11-18,35.00,High,Required for Identification & Documentation consumption plan.,0.000,1520.000,BG-2025-10,Generated PR item.,Converted to PO
5147,2147,95,214.000,No,2025-11-20,3.00,High,Required for Identification & Documentation consumption plan.,0.000,1520.000,BG-2025-11,Generated PR item.,Converted to PO
5148,2148,96,216.000,No,2025-11-06,4.00,High,Required for Identification & Documentation consumption plan.,0.000,1520.000,BG-2025-12,Generated PR item.,Converted to PO
5149,2149,97,106.000,No,2025-11-07,2.00,Urgent,Required for Identification & Documentation consumption plan.,0.000,1520.000,BG-2025-01,Generated PR item.,Converted to PO
5150,2150,98,98.000,No,2025-11-22,8.00,High,Required for Identification & Documentation consumption plan.,0.000,1520.000,BG-2025-02,Generated PR item.,Converted to PO
5151,2151,99,247.000,No,2025-11-22,4.00,High,Required for Identification & Documentation consumption plan.,0.000,1520.000,BG-2025-03,Generated PR item.,Converted to PO
5152,2152,1,391.000,No,2025-11-20,1800.00,High,Required for Core Components consumption plan.,0.000,800.000,BG-2025-04,Generated PR item.,Converted to PO
5153,2153,2,463.000,No,2025-11-08,2800.00,Urgent,Required for Core Components consumption plan.,0.000,480.000,BG-2025-05,Generated PR item.,Converted to PO
5154,2154,3,310.000,No,2025-11-08,6200.00,High,Required for Core Components consumption plan.,0.000,240.000,BG-2025-06,Generated PR item.,Converted to PO
5155,2155,4,468.000,No,2025-11-09,1200.00,High,Required for Core Components consumption plan.,0.000,800.000,BG-2025-07,Generated PR item.,Converted to PO
5156,2156,5,374.000,No,2025-11-20,2200.00,High,Required for Core Components consumption plan.,0.000,480.000,BG-2025-08,Generated PR item.,Converted to PO
5157,2157,6,384.000,No,2025-11-23,5000.00,Urgent,Required for Core Components consumption plan.,0.000,240.000,BG-2025-09,Generated PR item.,Converted to PO
5158,2158,7,48.000,No,2025-11-19,180.00,High,Required for Magnetic Components consumption plan.,0.000,6400.000,BG-2025-10,Generated PR item.,Converted to PO
5159,2159,8,144.000,No,2025-11-13,240.00,High,Required for Magnetic Components consumption plan.,0.000,4800.000,BG-2025-11,Generated PR item.,Converted to PO
5160,2160,9,184.000,No,2025-11-22,360.00,High,Required for Magnetic Components consumption plan.,0.000,2880.000,BG-2025-12,Generated PR item.,Converted to PO
5161,2161,10,192.000,No,2025-11-10,450.00,Urgent,Required for Mechanical Components consumption plan.,0.000,800.000,BG-2025-01,Generated PR item.,Converted to PO
5162,2162,11,240.000,No,2025-11-23,750.00,High,Required for Mechanical Components consumption plan.,0.000,480.000,BG-2025-02,Generated PR item.,Converted to PO
5163,2163,12,85.000,No,2025-11-27,1800.00,High,Required for Mechanical Components consumption plan.,0.000,240.000,BG-2025-03,Generated PR item.,Converted to PO
5164,2164,13,79.000,No,2025-11-23,160.00,High,Required for Mechanical Components consumption plan.,0.000,800.000,BG-2025-04,Generated PR item.,Converted to PO
5165,2165,14,243.000,No,2025-11-27,220.00,Urgent,Required for Mechanical Components consumption plan.,0.000,480.000,BG-2025-05,Generated PR item.,Converted to PO
5166,2166,15,247.000,No,2025-11-22,420.00,High,Required for Mechanical Components consumption plan.,0.000,240.000,BG-2025-06,Generated PR item.,Converted to PO
5167,2167,16,49.000,No,2025-11-20,1300.00,High,Required for Mechanical Components consumption plan.,0.000,800.000,BG-2025-07,Generated PR item.,Converted to PO
5168,2168,17,98.000,No,2025-11-18,2400.00,High,Required for Mechanical Components consumption plan.,0.000,480.000,BG-2025-08,Generated PR item.,Converted to PO
5169,2169,18,238.000,No,2025-11-30,5200.00,Urgent,Required for Mechanical Components consumption plan.,0.000,240.000,BG-2025-09,Generated PR item.,Converted to PO
5170,2170,19,54.000,No,2025-11-26,450.00,High,Required for Mechanical Components consumption plan.,0.000,1520.000,BG-2025-10,Generated PR item.,Converted to PO
5171,2171,20,197.000,No,2025-11-17,450.00,High,Required for Mechanical Components consumption plan.,0.000,1520.000,BG-2025-11,Generated PR item.,Converted to PO
5172,2172,21,32.000,No,2025-12-01,60.00,High,Required for Mechanical Components consumption plan.,0.000,1280.000,BG-2025-12,Generated PR item.,Converted to PO
5173,2173,22,48.000,No,2025-11-15,120.00,Urgent,Required for Mechanical Components consumption plan.,0.000,240.000,BG-2025-01,Generated PR item.,Converted to PO
5174,2174,23,80.000,No,2025-11-24,120.00,High,Required for Bearings consumption plan.,0.000,1600.000,BG-2025-02,Generated PR item.,Converted to PO
5175,2175,24,63.000,No,2025-11-18,220.00,High,Required for Bearings consumption plan.,0.000,960.000,BG-2025-03,Generated PR item.,Converted to PO
5176,2176,25,58.000,No,2025-11-27,650.00,High,Required for Bearings consumption plan.,0.000,480.000,BG-2025-04,Generated PR item.,Converted to PO
5177,2177,26,215.000,No,2025-11-23,15.00,Urgent,Required for Sealing Components consumption plan.,0.000,1520.000,BG-2025-05,Generated PR item.,Converted to PO
5178,2178,27,80.000,No,2025-11-23,45.00,High,Required for Sealing Components consumption plan.,0.000,1280.000,BG-2025-06,Generated PR item.,Converted to PO
5179,2179,28,128.000,No,2025-11-28,110.00,High,Required for Sealing Components consumption plan.,0.000,480.000,BG-2025-07,Generated PR item.,Converted to PO
5180,2180,29,126.000,kg,2025-11-29,850.00,High,Required for Electrical Components consumption plan.,0.000,1440.000,BG-2025-08,Generated PR item.,Converted to PO
5181,2181,30,151.000,kg,2025-11-22,880.00,Urgent,Required for Electrical Components consumption plan.,0.000,1536.000,BG-2025-09,Generated PR item.,Converted to PO
5182,2182,31,73.000,kg,2025-12-04,920.00,High,Required for Electrical Components consumption plan.,0.000,1560.000,BG-2025-10,Generated PR item.,Converted to PO
5183,2183,32,324.000,m,2025-11-25,35.00,High,Required for Electrical Components consumption plan.,0.000,2400.000,BG-2025-11,Generated PR item.,Converted to PO
5184,2184,33,235.000,m,2025-11-20,60.00,High,Required for Electrical Components consumption plan.,0.000,1920.000,BG-2025-12,Generated PR item.,Converted to PO
5185,2185,34,280.000,m,2025-11-18,150.00,Urgent,Required for Electrical Components consumption plan.,0.000,1200.000,BG-2025-01,Generated PR item.,Converted to PO
5186,2186,35,217.000,No,2025-11-21,90.00,High,Required for Electrical Components consumption plan.,0.000,800.000,BG-2025-02,Generated PR item.,Converted to PO
5187,2187,36,101.000,No,2025-11-30,180.00,High,Required for Electrical Components consumption plan.,0.000,480.000,BG-2025-03,Generated PR item.,Converted to PO
5188,2188,37,169.000,No,2025-11-27,420.00,High,Required for Electrical Components consumption plan.,0.000,240.000,BG-2025-04,Generated PR item.,Converted to PO
5189,2189,38,236.000,No,2025-11-24,12.00,Urgent,Required for Electrical Components consumption plan.,0.000,4560.000,BG-2025-05,Generated PR item.,Converted to PO
5190,2190,39,192.000,No,2025-11-27,45.00,High,Required for Electronic Components consumption plan.,0.000,2400.000,BG-2025-06,Generated PR item.,Converted to PO
5191,2191,40,248.000,No,2025-12-04,120.00,High,Required for Electronic Components consumption plan.,0.000,800.000,BG-2025-07,Generated PR item.,Converted to PO
5192,2192,41,148.000,No,2025-11-29,1400.00,High,Required for Electronic Components consumption plan.,0.000,480.000,BG-2025-08,Generated PR item.,Converted to PO
5193,2193,42,74.000,No,2025-11-20,3200.00,Urgent,Required for Electronic Components consumption plan.,0.000,240.000,BG-2025-09,Generated PR item.,Converted to PO
5194,2194,43,248.000,No,2025-11-20,85.00,High,Required for Electronic Components consumption plan.,0.000,480.000,BG-2025-10,Generated PR item.,Converted to PO
5195,2195,44,163.000,No,2025-11-29,220.00,High,Required for Electronic Components consumption plan.,0.000,480.000,BG-2025-11,Generated PR item.,Converted to PO
5196,2196,45,64.000,No,2025-11-28,350.00,High,Required for Electronic Components consumption plan.,0.000,1280.000,BG-2025-12,Generated PR item.,Converted to PO
5197,2197,46,83.000,No,2025-12-06,750.00,Urgent,Required for Electronic Components consumption plan.,0.000,240.000,BG-2025-01,Generated PR item.,Converted to PO
5198,2198,47,24.000,Set,2025-12-01,450.00,High,Required for Electronic Components consumption plan.,0.000,1280.000,BG-2025-02,Generated PR item.,Converted to PO
5199,2199,48,68.000,Set,2025-12-04,950.00,High,Required for Electronic Components consumption plan.,0.000,240.000,BG-2025-03,Generated PR item.,Converted to PO
5200,2200,49,27.000,No,2025-12-02,25.00,High,Required for Electronic Components consumption plan.,0.000,800.000,BG-2025-04,Generated PR item.,Converted to PO
5201,2201,50,187.000,No,2025-11-28,40.00,Urgent,Required for Electronic Components consumption plan.,0.000,480.000,BG-2025-05,Generated PR item.,Converted to PO
5202,2202,51,141.000,No,2025-12-03,110.00,High,Required for Electronic Components consumption plan.,0.000,240.000,BG-2025-06,Generated PR item.,Converted to PO
