pr_id,pr_number,requested_by,department_id,pr_date,required_date,remarks,status,approved_by,approved_date
2507,PR-2026-2507,6,3,2026-02-14,2026-03-01,Generated material requisition for EV motor manufacturing.,Approved,9,2026-02-15
2508,PR-2026-2508,7,3,2026-02-14,2026-03-02,Generated material requisition for EV motor manufacturing.,Approved,10,2026-02-15
2509,PR-2026-2509,8,4,2026-02-15,2026-02-26,Generated material requisition for EV motor manufacturing.,Approved,11,2026-02-16
2510,PR-2026-2510,9,4,2026-02-15,2026-02-18,Generated material requisition for EV motor manufacturing.,Approved,12,2026-02-16
2511,PR-2026-2511,10,5,2026-02-15,2026-02-19,Generated material requisition for EV motor manufacturing.,Converted to PO,13,2026-02-16
2512,PR-2026-2512,11,5,2026-02-16,2026-02-21,Generated material requisition for EV motor manufacturing.,Approved,1,2026-02-17
2513,PR-2026-2513,12,6,2026-02-16,2026-02-27,Generated material requisition for EV motor manufacturing.,Approved,3,2026-02-17
2514,PR-2026-2514,13,6,2026-02-16,2026-03-02,Generated material requisition for EV motor manufacturing.,Approved,4,2026-02-17
2515,PR-2026-2515,1,1,2026-02-17,2026-03-06,Generated material requisition for EV motor manufacturing.,Approved,5,2026-02-18
2516,PR-2026-2516,3,2,2026-02-17,2026-02-24,Generated material requisition for EV motor manufacturing.,Approved,6,2026-02-18
2517,PR-2026-2517,4,2,2026-02-17,2026-03-06,Generated material requisition for EV motor manufacturing.,Approved,7,2026-02-18
2518,PR-2026-2518,5,1,2026-02-18,2026-03-04,Generated material requisition for EV motor manufacturing.,Approved,8,2026-02-19
2519,PR-2026-2519,6,3,2026-02-18,2026-02-21,Generated material requisition for EV motor manufacturing.,Approved,9,2026-02-19
2520,PR-2026-2520,7,3,2026-02-18,2026-02-27,Generated material requisition for EV motor manufacturing.,Approved,10,2026-02-19
2521,PR-2026-2521,8,4,2026-02-18,2026-02-26,Generated material requisition for EV motor manufacturing.,Converted to PO,11,2026-02-19
2522,PR-2026-2522,9,4,2026-02-18,2026-03-08,Generated material requisition for EV motor manufacturing.,Approved,12,2026-02-19
2523,PR-2026-2523,10,5,2026-02-19,2026-03-10,Generated material requisition for EV motor manufacturing.,Approved,13,2026-02-20
2524,PR-2026-2524,11,5,2026-02-19,2026-03-08,Generated material requisition for EV motor manufacturing.,Approved,1,2026-02-20
2525,PR-2026-2525,12,6,2026-02-19,2026-03-03,Generated material requisition for EV motor manufacturing.,Approved,3,2026-02-20
2526,PR-2026-2526,13,6,2026-02-19,2026-03-02,Generated material requisition for EV motor manufacturing.,Approved,4,2026-02-20
2527,PR-2026-2527,1,1,2026-02-20,2026-02-28,Generated material requisition for EV motor manufacturing.,Approved,5,2026-02-21
2528,PR-2026-2528,3,2,2026-02-20,2026-03-08,Generated material requisition for EV motor manufacturing.,Approved,6,2026-02-21
2529,PR-2026-2529,4,2,2026-02-20,2026-02-24,Generated material requisition for EV motor manufacturing.,Approved,7,2026-02-21
2530,PR-2026-2530,5,1,2026-02-20,2026-02-27,Generated material requisition for EV motor manufacturing.,Approved,8,2026-02-21
2531,PR-2026-2531,6,3,2026-02-20,2026-02-25,Generated material requisition for EV motor manufacturing.,Converted to PO,9,2026-02-21
2532,PR-2026-2532,7,3,2026-02-20,2026-03-03,Generated material requisition for EV motor manufacturing.,Approved,10,2026-02-21
2533,PR-2026-2533,8,4,2026-02-21,2026-03-01,Generated material requisition for EV motor manufacturing.,Approved,11,2026-02-22
2534,PR-2026-2534,9,4,2026-02-21,2026-02-27,Generated material requisition for EV motor manufacturing.,Approved,12,2026-02-22
2535,PR-2026-2535,10,5,2026-02-21,2026-03-02,Generated material requisition for EV motor manufacturing.,Approved,13,2026-02-22
2536,PR-2026-2536,11,5,2026-02-21,2026-03-11,Generated material requisition for EV motor manufacturing.,Approved,1,2026-02-22
2537,PR-2026-2537,12,6,2026-02-22,2026-03-07,Generated material requisition for EV motor manufacturing.,Approved,3,2026-02-23
2538,PR-2026-2538,13,6,2026-02-22,2026-03-11,Generated material requisition for EV motor manufacturing.,Approved,4,2026-02-23
2539,PR-2026-2539,1,1,2026-02-22,2026-03-13,Generated material requisition for EV motor manufacturing.,Approved,5,2026-02-23
2540,PR-2026-2540,3,2,2026-02-23,2026-03-14,Generated material requisition for EV motor manufacturing.,Approved,6,2026-02-24
2541,PR-2026-2541,4,2,2026-02-23,2026-03-04,Generated material requisition for EV motor manufacturing.,Converted to PO,7,2026-02-24
2542,PR-2026-2542,5,1,2026-02-23,2026-03-13,Generated material requisition for EV motor manufacturing.,Approved,8,2026-02-24
2543,PR-2026-2543,6,3,2026-02-24,2026-03-15,Generated material requisition for EV motor manufacturing.,Approved,9,2026-02-25
2544,PR-2026-2544,7,3,2026-02-24,2026-03-16,Generated material requisition for EV motor manufacturing.,Approved,10,2026-02-25
2545,PR-2026-2545,8,4,2026-02-24,2026-03-05,Generated material requisition for EV motor manufacturing.,Approved,11,2026-02-25
2546,PR-2026-2546,9,4,2026-02-24,2026-03-03,Generated material requisition for EV motor manufacturing.,Approved,12,2026-02-25
2547,PR-2026-2547,10,5,2026-02-25,2026-03-10,Generated material requisition for EV motor manufacturing.,Approved,13,2026-02-26
2548,PR-2026-2548,11,5,2026-02-25,2026-03-16,Generated material requisition for EV motor manufacturing.,Approved,1,2026-02-26
2549,PR-2026-2549,12,6,2026-02-25,2026-03-16,Generated material requisition for EV motor manufacturing.,Approved,3,2026-02-26
2550,PR-2026-2550,13,6,2026-02-25,2026-03-10,Generated material requisition for EV motor manufacturing.,Approved,4,2026-02-26
2551,PR-2026-2551,1,1,2026-02-25,2026-03-02,Generated material requisition for EV motor manufacturing.,Converted to PO,5,2026-02-26
2552,PR-2026-2552,3,2,2026-02-25,2026-03-07,Generated material requisition for EV motor manufacturing.,Approved,6,2026-02-26
2553,PR-2026-2553,4,2,2026-02-26,2026-03-13,Generated material requisition for EV motor manufacturing.,Approved,7,2026-02-27
2554,PR-2026-2554,5,1,2026-02-26,2026-03-11,Generated material requisition for EV motor manufacturing.,Approved,8,2026-02-27
2555,PR-2026-2555,6,3,2026-02-26,2026-03-07,Generated material requisition for EV motor manufacturing.,Approved,9,2026-02-27
2556,PR-2026-2556,7,3,2026-02-26,2026-03-07,Generated material requisition for EV motor manufacturing.,Approved,10,2026-02-27
2557,PR-2026-2557,8,4,2026-02-26,2026-03-02,Generated material requisition for EV motor manufacturing.,Approved,11,2026-02-27
2558,PR-2026-2558,9,4,2026-02-27,2026-03-07,Generated material requisition for EV motor manufacturing.,Approved,12,2026-02-28
2559,PR-2026-2559,10,5,2026-02-27,2026-03-14,Generated material requisition for EV motor manufacturing.,Approved,13,2026-02-28
2560,PR-2026-2560,11,5,2026-02-28,2026-03-07,Generated material requisition for EV motor manufacturing.,Approved,1,2026-03-01
2561,PR-2026-2561,12,6,2026-02-28,2026-03-20,Generated material requisition for EV motor manufacturing.,Converted to PO,3,2026-03-01
2562,PR-2026-2562,13,6,2026-02-28,2026-03-04,Generated material requisition for EV motor manufacturing.,Approved,4,2026-03-01
2563,PR-2026-2563,1,1,2026-02-28,2026-03-13,Generated material requisition for EV motor manufacturing.,Approved,5,2026-03-01
2564,PR-2026-2564,3,2,2026-02-28,2026-03-11,Generated material requisition for EV motor manufacturing.,Approved,6,2026-03-01
2565,PR-2026-2565,4,2,2026-03-01,2026-03-18,Generated material requisition for EV motor manufacturing.,Approved,7,2026-03-02
2566,PR-2026-2566,5,1,2026-03-01,2026-03-19,Generated material requisition for EV motor manufacturing.,Approved,8,2026-03-02
2567,PR-2026-2567,6,3,2026-03-01,2026-03-13,Generated material requisition for EV motor manufacturing.,Approved,9,2026-03-02
2568,PR-2026-2568,7,3,2026-03-01,2026-03-15,Generated material requisition for EV motor manufacturing.,Approved,10,2026-03-02
2569,PR-2026-2569,8,4,2026-03-01,2026-03-16,Generated material requisition for EV motor manufacturing.,Approved,11,2026-03-02
2570,PR-2026-2570,9,4,2026-03-01,2026-03-13,Generated material requisition for EV motor manufacturing.,Approved,12,2026-03-02
2571,PR-2026-2571,10,5,2026-03-01,2026-03-07,Generated material requisition for EV motor manufacturing.,Converted to PO,13,2026-03-02
2572,PR-2026-2572,11,5,2026-03-02,2026-03-12,Generated material requisition for EV motor manufacturing.,Approved,1,2026-03-03
2573,PR-2026-2573,12,6,2026-03-02,2026-03-09,Generated material requisition for EV motor manufacturing.,Approved,3,2026-03-03
2574,PR-2026-2574,13,6,2026-03-02,2026-03-13,Generated material requisition for EV motor manufacturing.,Approved,4,2026-03-03
2575,PR-2026-2575,1,1,2026-03-02,2026-03-16,Generated material requisition for EV motor manufacturing.,Approved,5,2026-03-03
2576,PR-2026-2576,3,2,2026-03-02,2026-03-08,Generated material requisition for EV motor manufacturing.,Approved,6,2026-03-03
2577,PR-2026-2577,4,2,2026-03-02,2026-03-09,Generated material requisition for EV motor manufacturing.,Approved,7,2026-03-03
2578,PR-2026-2578,5,1,2026-03-03,2026-03-20,Generated material requisition for EV motor manufacturing.,Approved,8,2026-03-04
2579,PR-2026-2579,6,3,2026-03-03,2026-03-12,Generated material requisition for EV motor manufacturing.,Approved,9,2026-03-04
2580,PR-2026-2580,7,3,2026-03-03,2026-03-09,Generated material requisition for EV motor manufacturing.,Approved,10,2026-03-04
2581,PR-2026-2581,8,4,2026-03-03,2026-03-18,Generated material requisition for EV motor manufacturing.,Converted to PO,11,2026-03-04
2582,PR-2026-2582,9,4,2026-03-03,2026-03-18,Generated material requisition for EV motor manufacturing.,Approved,12,2026-03-04
2583,PR-2026-2583,10,5,2026-03-04,2026-03-21,Generated material requisition for EV motor manufacturing.,Approved,13,2026-03-05
2584,PR-2026-2584,11,5,2026-03-04,2026-03-20,Generated material requisition for EV motor manufacturing.,Approved,1,2026-03-05
2585,PR-2026-2585,12,6,2026-03-04,2026-03-24,Generated material requisition for EV motor manufacturing.,Approved,3,2026-03-05
2586,PR-2026-2586,13,6,2026-03-04,2026-03-17,Generated material requisition for EV motor manufacturing.,Approved,4,2026-03-05
2587,PR-2026-2587,1,1,2026-03-04,2026-03-12,Generated material requisition for EV motor manufacturing.,Approved,5,2026-03-05
2588,PR-2026-2588,3,2,2026-03-05,2026-03-23,Generated material requisition for EV motor manufacturing.,Approved,6,2026-03-06
2589,PR-2026-2589,4,2,2026-03-05,2026-03-12,Generated material requisition for EV motor manufacturing.,Approved,7,2026-03-06
2590,PR-2026-2590,5,1,2026-03-05,2026-03-13,Generated material requisition for EV motor manufacturing.,Approved,8,2026-03-06
2591,PR-2026-2591,6,3,2026-03-05,2026-03-22,Generated material requisition for EV motor manufacturing.,Converted to PO,9,2026-03-06
2592,PR-2026-2592,7,3,2026-03-06,2026-03-24,Generated material requisition for EV motor manufacturing.,Approved,10,2026-03-07
2593,PR-2026-2593,8,4,2026-03-06,2026-03-15,Generated material requisition for EV motor manufacturing.,Approved,11,2026-03-07
2594,PR-2026-2594,9,4,2026-03-06,2026-03-22,Generated material requisition for EV motor manufacturing.,Approved,12,2026-03-07
2595,PR-2026-2595,10,5,2026-03-06,2026-03-25,Generated material requisition for EV motor manufacturing.,Approved,13,2026-03-07
2596,PR-2026-2596,11,5,2026-03-07,2026-03-24,Generated material requisition for EV motor manufacturing.,Approved,1,2026-03-08
2597,PR-2026-2597,12,6,2026-03-07,2026-03-10,Generated material requisition for EV motor manufacturing.,Approved,3,2026-03-08
2598,PR-2026-2598,13,6,2026-03-07,2026-03-21,Generated material requisition for EV motor manufacturing.,Approved,4,2026-03-08
2599,PR-2026-2599,1,1,2026-03-08,2026-03-14,Generated material requisition for EV motor manufacturing.,Approved,5,2026-03-09
2600,PR-2026-2600,3,2,2026-03-08,2026-03-26,Generated material requisition for EV motor manufacturing.,Approved,6,2026-03-09
2601,PR-2026-2601,4,2,2026-03-09,2026-03-13,Generated material requisition for EV motor manufacturing.,Converted to PO,7,2026-03-10
2602,PR-2026-2602,5,1,2026-03-09,2026-03-29,Generated material requisition for EV motor manufacturing.,Approved,8,2026-03-10
2603,PR-2026-2603,6,3,2026-03-09,2026-03-15,Generated material requisition for EV motor manufacturing.,Approved,9,2026-03-10
2604,PR-2026-2604,7,3,2026-03-09,2026-03-19,Generated material requisition for EV motor manufacturing.,Approved,10,2026-03-10
2605,PR-2026-2605,8,4,2026-03-09,2026-03-16,Generated material requisition for EV motor manufacturing.,Approved,11,2026-03-10
2606,PR-2026-2606,9,4,2026-03-09,2026-03-26,Generated material requisition for EV motor manufacturing.,Approved,12,2026-03-10
2607,PR-2026-2607,10,5,2026-03-09,2026-03-19,Generated material requisition for EV motor manufacturing.,Approved,13,2026-03-10
2608,PR-2026-2608,11,5,2026-03-10,2026-03-26,Generated material requisition for EV motor manufacturing.,Approved,1,2026-03-11
2609,PR-2026-2609,12,6,2026-03-11,2026-03-15,Generated material requisition for EV motor manufacturing.,Approved,3,2026-03-12
2610,PR-2026-2610,13,6,2026-03-11,2026-03-22,Generated material requisition for EV motor manufacturing.,Approved,4,2026-03-12
2611,PR-2026-2611,1,1,2026-03-11,2026-03-30,Generated material requisition for EV motor manufacturing.,Converted to PO,5,2026-03-12
2612,PR-2026-2612,3,2,2026-03-11,2026-03-30,Generated material requisition for EV motor manufacturing.,Approved,6,2026-03-12
2613,PR-2026-2613,4,2,2026-03-11,2026-03-17,Generated material requisition for EV motor manufacturing.,Approved,7,2026-03-12
2614,PR-2026-2614,5,1,2026-03-12,2026-03-22,Generated material requisition for EV motor manufacturing.,Approved,8,2026-03-13
2615,PR-2026-2615,6,3,2026-03-12,2026-03-22,Generated material requisition for EV motor manufacturing.,Approved,9,2026-03-13
2616,PR-2026-2616,7,3,2026-03-13,2026-03-26,Generated material requisition for EV motor manufacturing.,Approved,10,2026-03-14
2617,PR-2026-2617,8,4,2026-03-13,2026-03-25,Generated material requisition for EV motor manufacturing.,Approved,11,2026-03-14
2618,PR-2026-2618,9,4,2026-03-13,2026-03-17,Generated material requisition for EV motor manufacturing.,Approved,12,2026-03-14
2619,PR-2026-2619,10,5,2026-03-14,2026-03-30,Generated material requisition for EV motor manufacturing.,Approved,13,2026-03-15
2620,PR-2026-2620,11,5,2026-03-14,2026-03-21,Generated material requisition for EV motor manufacturing.,Approved,1,2026-03-15
2621,PR-2026-2621,12,6,2026-03-14,2026-03-22,Generated material requisition for EV motor manufacturing.,Converted to PO,3,2026-03-15
2622,PR-2026-2622,13,6,2026-03-15,2026-04-02,Generated material requisition for EV motor manufacturing.,Approved,4,2026-03-16
2623,PR-2026-2623,1,1,2026-03-15,2026-03-30,Generated material requisition for EV motor manufacturing.,Approved,5,2026-03-16
2624,PR-2026-2624,3,2,2026-03-15,2026-03-25,Generated material requisition for EV motor manufacturing.,Approved,6,2026-03-16
2625,PR-2026-2625,4,2,2026-03-18,2026-04-06,Generated material requisition for EV motor manufacturing.,Approved,7,2026-03-19
2626,PR-2026-2626,5,1,2026-03-18,2026-03-28,Generated material requisition for EV motor manufacturing.,Approved,8,2026-03-19
2627,PR-2026-2627,6,3,2026-03-18,2026-03-31,Generated material requisition for EV motor manufacturing.,Approved,9,2026-03-19
2628,PR-2026-2628,7,3,2026-03-19,2026-03-26,Generated material requisition for EV motor manufacturing.,Approved,10,2026-03-20
2629,PR-2026-2629,8,4,2026-03-19,2026-03-25,Generated material requisition for EV motor manufacturing.,Approved,11,2026-03-20
2630,PR-2026-2630,9,4,2026-03-20,2026-03-31,Generated material requisition for EV motor manufacturing.,Approved,12,2026-03-21
2631,PR-2026-2631,10,5,2026-03-20,2026-04-02,Generated material requisition for EV motor manufacturing.,Converted to PO,13,2026-03-21
2632,PR-2026-2632,11,5,2026-03-20,2026-04-06,Generated material requisition for EV motor manufacturing.,Approved,1,2026-03-21
2633,PR-2026-2633,12,6,2026-03-20,2026-03-30,Generated material requisition for EV motor manufacturing.,Approved,3,2026-03-21
2634,PR-2026-2634,13,6,2026-03-20,2026-04-08,Generated material requisition for EV motor manufacturing.,Approved,4,2026-03-21
2635,PR-2026-2635,1,1,2026-03-20,2026-04-02,Generated material requisition for EV motor manufacturing.,Approved,5,2026-03-21
2636,PR-2026-2636,3,2,2026-03-21,2026-03-25,Generated material requisition for EV motor manufacturing.,Approved,6,2026-03-22
2637,PR-2026-2637,4,2,2026-03-21,2026-04-06,Generated material requisition for EV motor manufacturing.,Approved,7,2026-03-22
2638,PR-2026-2638,5,1,2026-03-21,2026-04-03,Generated material requisition for EV motor manufacturing.,Approved,8,2026-03-22
2639,PR-2026-2639,6,3,2026-03-21,2026-03-31,Generated material requisition for EV motor manufacturing.,Approved,9,2026-03-22
2640,PR-2026-2640,7,3,2026-03-22,2026-04-02,Generated material requisition for EV motor manufacturing.,Approved,10,2026-03-23
2641,PR-2026-2641,8,4,2026-03-23,2026-03-31,Generated material requisition for EV motor manufacturing.,Converted to PO,11,2026-03-24
2642,PR-2026-2642,9,4,2026-03-23,2026-04-06,Generated material requisition for EV motor manufacturing.,Approved,12,2026-03-24
2643,PR-2026-2643,10,5,2026-03-23,2026-04-05,Generated material requisition for EV motor manufacturing.,Approved,13,2026-03-24
2644,PR-2026-2644,11,5,2026-03-23,2026-04-03,Generated material requisition for EV motor manufacturing.,Approved,1,2026-03-24
2645,PR-2026-2645,12,6,2026-03-24,2026-04-01,Generated material requisition for EV motor manufacturing.,Approved,3,2026-03-25
2646,PR-2026-2646,13,6,2026-03-24,2026-04-03,Generated material requisition for EV motor manufacturing.,Approved,4,2026-03-25
2647,PR-2026-2647,1,1,2026-03-24,2026-04-04,Generated material requisition for EV motor manufacturing.,Approved,5,2026-03-25
2648,PR-2026-2648,3,2,2026-03-24,2026-04-04,Generated material requisition for EV motor manufacturing.,Approved,6,2026-03-25
2649,PR-2026-2649,4,2,2026-03-24,2026-04-01,Generated material requisition for EV motor manufacturing.,Approved,7,2026-03-25
2650,PR-2026-2650,5,1,2026-03-24,2026-04-06,Generated material requisition for EV motor manufacturing.,Approved,8,2026-03-25
2651,PR-2026-2651,6,3,2026-03-25,2026-04-01,Generated material requisition for EV motor manufacturing.,Converted to PO,9,2026-03-26
2652,PR-2026-2652,7,3,2026-03-25,2026-04-06,Generated material requisition for EV motor manufacturing.,Approved,10,2026-03-26
2653,PR-2026-2653,8,4,2026-03-25,2026-03-30,Generated material requisition for EV motor manufacturing.,Approved,11,2026-03-26
2654,PR-2026-2654,9,4,2026-03-25,2026-04-05,Generated material requisition for EV motor manufacturing.,Approved,12,2026-03-26
2655,PR-2026-2655,10,5,2026-03-26,2026-04-12,Generated material requisition for EV motor manufacturing.,Approved,13,2026-03-27
2656,PR-2026-2656,11,5,2026-03-26,2026-04-12,Generated material requisition for EV motor manufacturing.,Approved,1,2026-03-27
2657,PR-2026-2657,12,6,2026-03-26,2026-04-10,Generated material requisition for EV motor manufacturing.,Approved,3,2026-03-27
2658,PR-2026-2658,13,6,2026-03-26,2026-04-11,Generated material requisition for EV motor manufacturing.,Approved,4,2026-03-27
2659,PR-2026-2659,1,1,2026-03-28,2026-04-01,Generated material requisition for EV motor manufacturing.,Approved,5,2026-03-29
2660,PR-2026-2660,3,2,2026-03-28,2026-04-06,Generated material requisition for EV motor manufacturing.,Approved,6,2026-03-29
2661,PR-2026-2661,4,2,2026-03-28,2026-04-11,Generated material requisition for EV motor manufacturing.,Converted to PO,7,2026-03-29
2662,PR-2026-2662,5,1,2026-03-29,2026-04-15,Generated material requisition for EV motor manufacturing.,Approved,8,2026-03-30
2663,PR-2026-2663,6,3,2026-03-30,2026-04-12,Generated material requisition for EV motor manufacturing.,Approved,9,2026-03-31
2664,PR-2026-2664,7,3,2026-03-30,2026-04-17,Generated material requisition for EV motor manufacturing.,Approved,10,2026-03-31
2665,PR-2026-2665,8,4,2026-03-30,2026-04-06,Generated material requisition for EV motor manufacturing.,Approved,11,2026-03-31
2666,PR-2026-2666,9,4,2026-03-31,2026-04-05,Generated material requisition for EV motor manufacturing.,Approved,12,2026-04-01
2667,PR-2026-2667,10,5,2026-03-31,2026-04-04,Generated material requisition for EV motor manufacturing.,Approved,13,2026-04-01
2668,PR-2026-2668,11,5,2026-03-31,2026-04-13,Generated material requisition for EV motor manufacturing.,Approved,1,2026-04-01
2669,PR-2026-2669,12,6,2026-03-31,2026-04-14,Generated material requisition for EV motor manufacturing.,Approved,3,2026-04-01
2670,PR-2026-2670,13,6,2026-03-31,2026-04-08,Generated material requisition for EV motor manufacturing.,Approved,4,2026-04-01
2671,PR-2026-2671,1,1,2026-04-01,2026-04-18,Generated material requisition for EV motor manufacturing.,Converted to PO,5,2026-04-02
2672,PR-2026-2672,3,2,2026-04-01,2026-04-17,Generated material requisition for EV motor manufacturing.,Approved,6,2026-04-02
2673,PR-2026-2673,4,2,2026-04-02,2026-04-11,Generated material requisition for EV motor manufacturing.,Approved,7,2026-04-03
2674,PR-2026-2674,5,1,2026-04-02,2026-04-09,Generated material requisition for EV motor manufacturing.,Approved,8,2026-04-03
2675,PR-2026-2675,6,3,2026-04-02,2026-04-18,Generated material requisition for EV motor manufacturing.,Approved,9,2026-04-03
2676,PR-2026-2676,7,3,2026-04-03,2026-04-18,Generated material requisition for EV motor manufacturing.,Approved,10,2026-04-04
2677,PR-2026-2677,8,4,2026-04-03,2026-04-09,Generated material requisition for EV motor manufacturing.,Approved,11,2026-04-04
2678,PR-2026-2678,9,4,2026-04-03,2026-04-10,Generated material requisition for EV motor manufacturing.,Approved,12,2026-04-04
2679,PR-2026-2679,10,5,2026-04-04,2026-04-15,Generated material requisition for EV motor manufacturing.,Approved,13,2026-04-05
2680,PR-2026-2680,11,5,2026-04-04,2026-04-16,Generated material requisition for EV motor manufacturing.,Approved,1,2026-04-05
2681,PR-2026-2681,12,6,2026-04-04,2026-04-09,Generated material requisition for EV motor manufacturing.,Converted to PO,3,2026-04-05
2682,PR-2026-2682,13,6,2026-04-05,2026-04-25,Generated material requisition for EV motor manufacturing.,Approved,4,2026-04-06
2683,PR-2026-2683,1,1,2026-04-05,2026-04-14,Generated material requisition for EV motor manufacturing.,Approved,5,2026-04-06
2684,PR-2026-2684,3,2,2026-04-05,2026-04-14,Generated material requisition for EV motor manufacturing.,Approved,6,2026-04-06
2685,PR-2026-2685,4,2,2026-04-05,2026-04-09,Generated material requisition for EV motor manufacturing.,Approved,7,2026-04-06
2686,PR-2026-2686,5,1,2026-04-06,2026-04-24,Generated material requisition for EV motor manufacturing.,Approved,8,2026-04-07
2687,PR-2026-2687,6,3,2026-04-06,2026-04-13,Generated material requisition for EV motor manufacturing.,Approved,9,2026-04-07
2688,PR-2026-2688,7,3,2026-04-07,2026-04-27,Generated material requisition for EV motor manufacturing.,Approved,10,2026-04-08
2689,PR-2026-2689,8,4,2026-04-07,2026-04-18,Generated material requisition for EV motor manufacturing.,Approved,11,2026-04-08
2690,PR-2026-2690,9,4,2026-04-07,2026-04-25,Generated material requisition for EV motor manufacturing.,Approved,12,2026-04-08
2691,PR-2026-2691,10,5,2026-04-08,2026-04-14,Generated material requisition for EV motor manufacturing.,Converted to PO,13,2026-04-09
2692,PR-2026-2692,11,5,2026-04-08,2026-04-13,Generated material requisition for EV motor manufacturing.,Approved,1,2026-04-09
2693,PR-2026-2693,12,6,2026-04-08,2026-04-25,Generated material requisition for EV motor manufacturing.,Approved,3,2026-04-09
2694,PR-2026-2694,13,6,2026-04-08,2026-04-25,Generated material requisition for EV motor manufacturing.,Approved,4,2026-04-09
2695,PR-2026-2695,1,1,2026-04-08,2026-04-20,Generated material requisition for EV motor manufacturing.,Approved,5,2026-04-09
2696,PR-2026-2696,3,2,2026-04-09,2026-04-12,Generated material requisition for EV motor manufacturing.,Approved,6,2026-04-10
2697,PR-2026-2697,4,2,2026-04-09,2026-04-28,Generated material requisition for EV motor manufacturing.,Approved,7,2026-04-10
2698,PR-2026-2698,5,1,2026-04-09,2026-04-19,Generated material requisition for EV motor manufacturing.,Approved,8,2026-04-10
2699,PR-2026-2699,6,3,2026-04-11,2026-04-30,Generated material requisition for EV motor manufacturing.,Approved,9,2026-04-12
2700,PR-2026-2700,7,3,2026-04-12,2026-04-30,Generated material requisition for EV motor manufacturing.,Approved,10,2026-04-13
2701,PR-2026-2701,8,4,2026-04-12,2026-04-30,Generated material requisition for EV motor manufacturing.,Converted to PO,11,2026-04-13
2702,PR-2026-2702,9,4,2026-04-12,2026-04-27,Generated material requisition for EV motor manufacturing.,Approved,12,2026-04-13
2703,PR-2026-2703,10,5,2026-04-12,2026-04-27,Generated material requisition for EV motor manufacturing.,Approved,13,2026-04-13
2704,PR-2026-2704,11,5,2026-04-12,2026-04-24,Generated material requisition for EV motor manufacturing.,Approved,1,2026-04-13
2705,PR-2026-2705,12,6,2026-04-13,2026-04-16,Generated material requisition for EV motor manufacturing.,Approved,3,2026-04-14
2706,PR-2026-2706,13,6,2026-04-13,2026-04-22,Generated material requisition for EV motor manufacturing.,Approved,4,2026-04-14
2707,PR-2026-2707,1,1,2026-04-13,2026-04-29,Generated material requisition for EV motor manufacturing.,Approved,5,2026-04-14
2708,PR-2026-2708,3,2,2026-04-14,2026-05-01,Generated material requisition for EV motor manufacturing.,Approved,6,2026-04-15
2709,PR-2026-2709,4,2,2026-04-15,2026-04-28,Generated material requisition for EV motor manufacturing.,Approved,7,2026-04-16
2710,PR-2026-2710,5,1,2026-04-15,2026-04-30,Generated material requisition for EV motor manufacturing.,Approved,8,2026-04-16
2711,PR-2026-2711,6,3,2026-04-15,2026-04-18,Generated material requisition for EV motor manufacturing.,Converted to PO,9,2026-04-16
2712,PR-2026-2712,7,3,2026-04-16,2026-04-27,Generated material requisition for EV motor manufacturing.,Approved,10,2026-04-17
2713,PR-2026-2713,8,4,2026-04-16,2026-04-28,Generated material requisition for EV motor manufacturing.,Approved,11,2026-04-17
2714,PR-2026-2714,9,4,2026-04-17,2026-05-06,Generated material requisition for EV motor manufacturing.,Approved,12,2026-04-18
2715,PR-2026-2715,10,5,2026-04-17,2026-04-25,Generated material requisition for EV motor manufacturing.,Approved,13,2026-04-18
2716,PR-2026-2716,11,5,2026-04-18,2026-04-25,Generated material requisition for EV motor manufacturing.,Approved,1,2026-04-19
2717,PR-2026-2717,12,6,2026-04-18,2026-04-27,Generated material requisition for EV motor manufacturing.,Approved,3,2026-04-19
2718,PR-2026-2718,13,6,2026-04-18,2026-04-24,Generated material requisition for EV motor manufacturing.,Approved,4,2026-04-19
2719,PR-2026-2719,1,1,2026-04-18,2026-05-01,Generated material requisition for EV motor manufacturing.,Approved,5,2026-04-19
2720,PR-2026-2720,3,2,2026-04-19,2026-05-03,Generated material requisition for EV motor manufacturing.,Approved,6,2026-04-20
2721,PR-2026-2721,4,2,2026-04-19,2026-05-06,Generated material requisition for EV motor manufacturing.,Converted to PO,7,2026-04-20
2722,PR-2026-2722,5,1,2026-04-19,2026-05-09,Generated material requisition for EV motor manufacturing.,Approved,8,2026-04-20
2723,PR-2026-2723,6,3,2026-04-20,2026-04-24,Generated material requisition for EV motor manufacturing.,Approved,9,2026-04-21
2724,PR-2026-2724,7,3,2026-04-21,2026-04-28,Generated material requisition for EV motor manufacturing.,Approved,10,2026-04-22
2725,PR-2026-2725,8,4,2026-04-21,2026-04-29,Generated material requisition for EV motor manufacturing.,Approved,11,2026-04-22
2726,PR-2026-2726,9,4,2026-04-21,2026-04-28,Generated material requisition for EV motor manufacturing.,Approved,12,2026-04-22
2727,PR-2026-2727,10,5,2026-04-21,2026-05-08,Generated material requisition for EV motor manufacturing.,Approved,13,2026-04-22
2728,PR-2026-2728,11,5,2026-04-22,2026-04-27,Generated material requisition for EV motor manufacturing.,Approved,1,2026-04-23
2729,PR-2026-2729,12,6,2026-04-22,2026-04-25,Generated material requisition for EV motor manufacturing.,Approved,3,2026-04-23
2730,PR-2026-2730,13,6,2026-04-22,2026-05-10,Generated material requisition for EV motor manufacturing.,Approved,4,2026-04-23
