po_id,po_number,pr_id,vendor_id,department_id,po_date,expected_delivery_date,payment_terms,delivery_terms,billing_address,shipping_address,subtotal_amount,tax_amount,freight_charges,discount_amount,currency,po_status,approval_status,approved_by,approved_date,remarks
1950,PO-2025-1950,1800,5,3,2025-07-18,2025-07-25,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",80507.00,14491.26,1175.00,0.00,INR,Issued,Approved,11,2025-07-18,Generated purchase order from approved PR.
1951,PO-2025-1951,1801,6,4,2025-07-16,2025-07-21,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",992.50,178.65,1250.00,0.00,INR,Issued,Approved,12,2025-07-16,Generated purchase order from approved PR.
1952,PO-2025-1952,1802,7,4,2025-07-20,2025-07-27,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",21467.25,3864.11,1325.00,0.00,INR,Issued,Approved,13,2025-07-20,Generated purchase order from approved PR.
1953,PO-2025-1953,1803,8,5,2025-07-22,2025-08-14,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",163.18,29.37,1400.00,0.00,INR,Issued,Approved,1,2025-07-22,Generated purchase order from approved PR.
1954,PO-2025-1954,1804,9,5,2025-07-22,2025-08-06,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",2012.01,362.16,1475.00,0.00,INR,Issued,Approved,3,2025-07-22,Generated purchase order from approved PR.
1955,PO-2025-1955,1805,10,6,2025-07-18,2025-08-01,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",1232.25,221.81,1550.00,0.00,INR,Issued,Approved,4,2025-07-18,Generated purchase order from approved PR.
1956,PO-2025-1956,1806,11,6,2025-07-24,2025-08-05,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",1100.00,198.00,1625.00,0.00,INR,Issued,Approved,5,2025-07-24,Generated purchase order from approved PR.
1957,PO-2025-1957,1807,12,1,2025-07-24,2025-08-11,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",198.86,35.79,1700.00,0.00,INR,Issued,Approved,6,2025-07-24,Generated purchase order from approved PR.
1958,PO-2025-1958,1808,13,2,2025-07-20,2025-07-27,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",482.04,86.77,1775.00,0.00,INR,Issued,Approved,7,2025-07-20,Generated purchase order from approved PR.
1959,PO-2025-1959,1809,14,2,2025-07-20,2025-07-30,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",1843.38,331.81,1850.00,0.00,INR,Issued,Approved,8,2025-07-20,Generated purchase order from approved PR.
1960,PO-2025-1960,1810,15,1,2025-07-22,2025-08-08,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",1763.84,317.49,1925.00,0.00,INR,Issued,Approved,9,2025-07-22,Generated purchase order from approved PR.
1961,PO-2025-1961,1811,16,3,2025-07-24,2025-08-07,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",735.00,132.30,500.00,0.00,INR,Issued,Approved,10,2025-07-24,Generated purchase order from approved PR.
1962,PO-2025-1962,1812,17,3,2025-07-25,2025-08-13,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",1400.70,252.13,575.00,0.00,INR,Issued,Approved,11,2025-07-25,Generated purchase order from approved PR.
1963,PO-2025-1963,1813,18,4,2025-07-25,2025-08-16,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",82.40,14.83,650.00,0.00,INR,Issued,Approved,12,2025-07-25,Generated purchase order from approved PR.
1964,PO-2025-1964,1814,19,4,2025-07-23,2025-08-12,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",235.35,42.36,725.00,0.00,INR,Issued,Approved,13,2025-07-23,Generated purchase order from approved PR.
1965,PO-2025-1965,1815,20,5,2025-07-24,2025-08-01,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",37755.83,6796.05,800.00,0.00,INR,Issued,Approved,1,2025-07-24,Generated purchase order from approved PR.
1966,PO-2025-1966,1816,21,5,2025-07-23,2025-07-29,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",3950.00,711.00,875.00,0.00,INR,Issued,Approved,3,2025-07-23,Generated purchase order from approved PR.
1967,PO-2025-1967,1817,22,6,2025-07-28,2025-08-05,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",13482.22,2426.80,950.00,0.00,INR,Issued,Approved,4,2025-07-28,Generated purchase order from approved PR.
1968,PO-2025-1968,1818,23,6,2025-07-27,2025-08-15,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",818.85,147.39,1025.00,0.00,INR,Issued,Approved,5,2025-07-27,Generated purchase order from approved PR.
1969,PO-2025-1969,1819,24,1,2025-07-26,2025-08-17,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",6816.88,1227.04,1100.00,0.00,INR,Issued,Approved,6,2025-07-26,Generated purchase order from approved PR.
1970,PO-2025-1970,1820,25,2,2025-07-29,2025-08-20,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",5367.84,966.21,1175.00,0.00,INR,Issued,Approved,7,2025-07-29,Generated purchase order from approved PR.
1971,PO-2025-1971,1821,26,2,2025-07-26,2025-08-05,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",18457.60,3322.37,1250.00,0.00,INR,Issued,Approved,8,2025-07-26,Generated purchase order from approved PR.
1972,PO-2025-1972,1822,27,1,2025-07-23,2025-08-12,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",259.08,46.63,1325.00,0.00,INR,Issued,Approved,9,2025-07-23,Generated purchase order from approved PR.
1973,PO-2025-1973,1823,28,3,2025-07-29,2025-08-13,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",2799.54,503.92,1400.00,0.00,INR,Issued,Approved,10,2025-07-29,Generated purchase order from approved PR.
1974,PO-2025-1974,1824,29,3,2025-07-24,2025-08-13,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",263.76,47.48,1475.00,0.00,INR,Issued,Approved,11,2025-07-24,Generated purchase order from approved PR.
1975,PO-2025-1975,1825,30,4,2025-07-26,2025-08-10,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",610.56,109.90,1550.00,0.00,INR,Issued,Approved,12,2025-07-26,Generated purchase order from approved PR.
1976,PO-2025-1976,1826,31,4,2025-07-29,2025-08-05,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",955.00,171.90,1625.00,0.00,INR,Issued,Approved,13,2025-07-29,Generated purchase order from approved PR.
1977,PO-2025-1977,1827,32,5,2025-07-25,2025-07-31,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",469.70,84.55,1700.00,0.00,INR,Issued,Approved,1,2025-07-25,Generated purchase order from approved PR.
1978,PO-2025-1978,1828,33,5,2025-08-01,2025-08-24,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",582.80,104.90,1775.00,0.00,INR,Issued,Approved,3,2025-08-01,Generated purchase order from approved PR.
1979,PO-2025-1979,1829,34,6,2025-07-28,2025-08-10,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",285.74,51.43,1850.00,0.00,INR,Issued,Approved,4,2025-07-28,Generated purchase order from approved PR.
1980,PO-2025-1980,1830,35,6,2025-07-28,2025-08-08,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",322.24,58.00,1925.00,0.00,INR,Issued,Approved,5,2025-07-28,Generated purchase order from approved PR.
1981,PO-2025-1981,1831,1,1,2025-07-29,2025-08-09,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",346.00,62.28,500.00,0.00,INR,Issued,Approved,6,2025-07-29,Generated purchase order from approved PR.
1982,PO-2025-1982,1832,2,2,2025-07-30,2025-08-11,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",7081.95,1274.75,575.00,0.00,INR,Issued,Approved,7,2025-07-30,Generated purchase order from approved PR.
1983,PO-2025-1983,1833,3,2,2025-07-30,2025-08-21,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",259.56,46.72,650.00,0.00,INR,Issued,Approved,8,2025-07-30,Generated purchase order from approved PR.
1984,PO-2025-1984,1834,4,1,2025-07-28,2025-08-03,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",1291.62,232.49,725.00,0.00,INR,Issued,Approved,9,2025-07-28,Generated purchase order from approved PR.
1985,PO-2025-1985,1835,5,3,2025-07-30,2025-08-06,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",982408.00,176833.44,800.00,0.00,INR,Issued,Approved,10,2025-07-30,Generated purchase order from approved PR.
1986,PO-2025-1986,1836,6,3,2025-07-29,2025-08-18,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",27882.00,5018.76,875.00,0.00,INR,Issued,Approved,11,2025-07-29,Generated purchase order from approved PR.
1987,PO-2025-1987,1837,7,4,2025-07-30,2025-08-14,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",493290.00,88792.20,950.00,0.00,INR,Issued,Approved,12,2025-07-30,Generated purchase order from approved PR.
1988,PO-2025-1988,1838,8,4,2025-08-02,2025-08-09,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",1586.58,285.58,1025.00,0.00,INR,Issued,Approved,13,2025-08-02,Generated purchase order from approved PR.
1989,PO-2025-1989,1839,9,5,2025-07-31,2025-08-05,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",820325.00,147658.50,1100.00,0.00,INR,Issued,Approved,1,2025-07-31,Generated purchase order from approved PR.
1990,PO-2025-1990,1840,10,5,2025-08-01,2025-08-10,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",29944.98,5390.10,1175.00,0.00,INR,Issued,Approved,3,2025-08-01,Generated purchase order from approved PR.
1991,PO-2025-1991,1841,11,6,2025-08-04,2025-08-13,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",59520.00,10713.60,1250.00,0.00,INR,Issued,Approved,4,2025-08-04,Generated purchase order from approved PR.
1992,PO-2025-1992,1842,12,6,2025-07-30,2025-08-04,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",15435.36,2778.36,1325.00,0.00,INR,Issued,Approved,5,2025-07-30,Generated purchase order from approved PR.
1993,PO-2025-1993,1843,13,1,2025-07-29,2025-08-07,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",34299.00,6173.82,1400.00,0.00,INR,Issued,Approved,6,2025-07-29,Generated purchase order from approved PR.
1994,PO-2025-1994,1844,14,2,2025-07-30,2025-08-18,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",1504.80,270.86,1475.00,0.00,INR,Issued,Approved,7,2025-07-30,Generated purchase order from approved PR.
1995,PO-2025-1995,1845,15,2,2025-08-05,2025-08-26,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",286200.00,51516.00,1550.00,0.00,INR,Issued,Approved,8,2025-08-05,Generated purchase order from approved PR.
1996,PO-2025-1996,1846,16,1,2025-08-05,2025-08-27,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",666.00,119.88,1625.00,0.00,INR,Issued,Approved,9,2025-08-05,Generated purchase order from approved PR.
1997,PO-2025-1997,1847,17,3,2025-08-02,2025-08-14,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",27465.90,4943.86,1700.00,0.00,INR,Issued,Approved,10,2025-08-02,Generated purchase order from approved PR.
1998,PO-2025-1998,1848,18,3,2025-08-03,2025-08-14,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",435.69,78.42,1775.00,0.00,INR,Issued,Approved,11,2025-08-03,Generated purchase order from approved PR.
1999,PO-2025-1999,1849,19,4,2025-08-04,2025-08-27,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",19019.00,3423.42,1850.00,0.00,INR,Issued,Approved,12,2025-08-04,Generated purchase order from approved PR.
2000,PO-2025-2000,1850,20,4,2025-08-01,2025-08-20,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",445.20,80.14,1925.00,0.00,INR,Issued,Approved,13,2025-08-01,Generated purchase order from approved PR.
2001,PO-2025-2001,1851,21,5,2025-08-06,2025-08-21,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",977600.00,175968.00,500.00,0.00,INR,Issued,Approved,1,2025-08-06,Generated purchase order from approved PR.
2002,PO-2025-2002,1852,22,5,2025-08-02,2025-08-11,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",30.45,5.48,575.00,0.00,INR,Issued,Approved,3,2025-08-02,Generated purchase order from approved PR.
2003,PO-2025-2003,1853,23,6,2025-08-01,2025-08-12,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",12051.00,2169.18,650.00,0.00,INR,Issued,Approved,4,2025-08-01,Generated purchase order from approved PR.
2004,PO-2025-2004,1854,24,6,2025-08-05,2025-08-19,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",472.34,85.02,725.00,0.00,INR,Issued,Approved,5,2025-08-05,Generated purchase order from approved PR.
2005,PO-2025-2005,1855,25,1,2025-08-02,2025-08-17,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",13737.60,2472.77,800.00,0.00,INR,Issued,Approved,6,2025-08-02,Generated purchase order from approved PR.
2006,PO-2025-2006,1856,26,2,2025-08-08,2025-08-13,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",408800.00,73584.00,875.00,0.00,INR,Issued,Approved,7,2025-08-08,Generated purchase order from approved PR.
2007,PO-2025-2007,1857,27,2,2025-08-03,2025-08-26,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",22106.70,3979.21,950.00,0.00,INR,Issued,Approved,8,2025-08-03,Generated purchase order from approved PR.
2008,PO-2025-2008,1858,28,1,2025-08-08,2025-08-23,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",572268.00,103008.24,1025.00,0.00,INR,Issued,Approved,9,2025-08-08,Generated purchase order from approved PR.
2009,PO-2025-2009,1859,29,3,2025-08-09,2025-08-25,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",2148.16,386.67,1100.00,0.00,INR,Issued,Approved,10,2025-08-09,Generated purchase order from approved PR.
2010,PO-2025-2010,1860,30,3,2025-08-06,2025-08-15,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",2597000.00,467460.00,1175.00,0.00,INR,Issued,Approved,11,2025-08-06,Generated purchase order from approved PR.
2011,PO-2025-2011,1861,31,4,2025-08-09,2025-08-28,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",2640.00,475.20,1250.00,0.00,INR,Issued,Approved,12,2025-08-09,Generated purchase order from approved PR.
2012,PO-2025-2012,1862,32,4,2025-08-06,2025-08-25,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",19000.80,3420.14,1325.00,0.00,INR,Issued,Approved,13,2025-08-06,Generated purchase order from approved PR.
2013,PO-2025-2013,1863,33,5,2025-08-09,2025-08-15,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",123270.40,22188.67,1400.00,0.00,INR,Issued,Approved,1,2025-08-09,Generated purchase order from approved PR.
2014,PO-2025-2014,1864,34,5,2025-08-06,2025-08-22,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",22572.00,4062.96,1475.00,0.00,INR,Issued,Approved,3,2025-08-06,Generated purchase order from approved PR.
2015,PO-2025-2015,1865,35,6,2025-08-10,2025-08-27,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",5008.50,901.53,1550.00,0.00,INR,Issued,Approved,4,2025-08-10,Generated purchase order from approved PR.
2016,PO-2025-2016,1866,1,6,2025-08-08,2025-08-28,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",104400.00,18792.00,1625.00,0.00,INR,Issued,Approved,5,2025-08-08,Generated purchase order from approved PR.
2017,PO-2025-2017,1867,2,1,2025-08-09,2025-08-17,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",62727.00,11290.86,1700.00,0.00,INR,Issued,Approved,6,2025-08-09,Generated purchase order from approved PR.
2018,PO-2025-2018,1868,3,2,2025-08-06,2025-08-27,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",27645.20,4976.14,1775.00,0.00,INR,Issued,Approved,7,2025-08-06,Generated purchase order from approved PR.
2019,PO-2025-2019,1869,4,2,2025-08-10,2025-08-23,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",41570.10,7482.62,1850.00,0.00,INR,Issued,Approved,8,2025-08-10,Generated purchase order from approved PR.
2020,PO-2025-2020,1870,5,1,2025-08-08,2025-08-14,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",303160.00,54568.80,1925.00,0.00,INR,Issued,Approved,9,2025-08-08,Generated purchase order from approved PR.
2021,PO-2025-2021,1871,6,3,2025-08-08,2025-08-15,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",2172.00,390.96,500.00,0.00,INR,Issued,Approved,10,2025-08-08,Generated purchase order from approved PR.
2022,PO-2025-2022,1872,7,3,2025-08-10,2025-08-18,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",675584.00,121605.12,575.00,0.00,INR,Issued,Approved,11,2025-08-10,Generated purchase order from approved PR.
2023,PO-2025-2023,1873,8,4,2025-08-07,2025-08-17,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",6180.00,1112.40,650.00,0.00,INR,Issued,Approved,12,2025-08-07,Generated purchase order from approved PR.
2024,PO-2025-2024,1874,9,4,2025-08-12,2025-08-26,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",8464.50,1523.61,725.00,0.00,INR,Issued,Approved,13,2025-08-12,Generated purchase order from approved PR.
2025,PO-2025-2025,1875,10,5,2025-08-09,2025-08-28,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",814080.00,146534.40,800.00,0.00,INR,Issued,Approved,1,2025-08-09,Generated purchase order from approved PR.
2026,PO-2025-2026,1876,11,5,2025-08-12,2025-08-20,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",1680.00,302.40,875.00,0.00,INR,Issued,Approved,3,2025-08-12,Generated purchase order from approved PR.
2027,PO-2025-2027,1877,12,6,2025-08-13,2025-09-05,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",32825.10,5908.52,950.00,0.00,INR,Issued,Approved,4,2025-08-13,Generated purchase order from approved PR.
2028,PO-2025-2028,1878,13,6,2025-08-12,2025-08-20,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",5891.60,1060.49,1025.00,0.00,INR,Issued,Approved,5,2025-08-12,Generated purchase order from approved PR.
2029,PO-2025-2029,1879,14,1,2025-08-12,2025-08-28,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",174776.25,31459.73,1100.00,0.00,INR,Issued,Approved,6,2025-08-12,Generated purchase order from approved PR.
2030,PO-2025-2030,1880,15,2,2025-08-16,2025-09-07,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",3370.80,606.74,1175.00,0.00,INR,Issued,Approved,7,2025-08-16,Generated purchase order from approved PR.
2031,PO-2025-2031,1881,16,2,2025-08-16,2025-09-05,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",69350.00,12483.00,1250.00,0.00,INR,Issued,Approved,8,2025-08-16,Generated purchase order from approved PR.
2032,PO-2025-2032,1882,17,1,2025-08-15,2025-09-01,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",17529.05,3155.23,1325.00,0.00,INR,Issued,Approved,9,2025-08-15,Generated purchase order from approved PR.
2033,PO-2025-2033,1883,18,3,2025-08-16,2025-09-03,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",4037.60,726.77,1400.00,0.00,INR,Issued,Approved,10,2025-08-16,Generated purchase order from approved PR.
2034,PO-2025-2034,1884,19,3,2025-08-15,2025-08-22,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",107593.20,19366.78,1475.00,0.00,INR,Issued,Approved,11,2025-08-15,Generated purchase order from approved PR.
2035,PO-2025-2035,1885,20,4,2025-08-18,2025-08-23,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",222.60,40.07,1550.00,0.00,INR,Issued,Approved,12,2025-08-18,Generated purchase order from approved PR.
2036,PO-2025-2036,1886,21,4,2025-08-15,2025-08-28,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",6055.00,1089.90,1625.00,0.00,INR,Issued,Approved,13,2025-08-15,Generated purchase order from approved PR.
2037,PO-2025-2037,1887,22,5,2025-08-19,2025-08-25,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",1036.32,186.54,1700.00,0.00,INR,Issued,Approved,1,2025-08-19,Generated purchase order from approved PR.
2038,PO-2025-2038,1888,23,5,2025-08-16,2025-08-27,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",72151.50,12987.27,1775.00,0.00,INR,Issued,Approved,3,2025-08-16,Generated purchase order from approved PR.
2039,PO-2025-2039,1889,24,6,2025-08-14,2025-08-23,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",1557.05,280.27,1850.00,0.00,INR,Issued,Approved,4,2025-08-14,Generated purchase order from approved PR.
2040,PO-2025-2040,1890,25,6,2025-08-16,2025-09-07,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",16408.80,2953.58,1925.00,0.00,INR,Issued,Approved,5,2025-08-16,Generated purchase order from approved PR.
2041,PO-2025-2041,1891,26,1,2025-08-16,2025-09-06,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",270.00,48.60,500.00,0.00,INR,Issued,Approved,6,2025-08-16,Generated purchase order from approved PR.
2042,PO-2025-2042,1892,27,2,2025-08-19,2025-09-08,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",2557.80,460.40,575.00,0.00,INR,Issued,Approved,7,2025-08-19,Generated purchase order from approved PR.
2043,PO-2025-2043,1893,28,2,2025-08-20,2025-09-07,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",5413.68,974.46,650.00,0.00,INR,Issued,Approved,8,2025-08-20,Generated purchase order from approved PR.
2044,PO-2025-2044,1894,29,1,2025-08-21,2025-08-28,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",28215.00,5078.70,725.00,0.00,INR,Issued,Approved,9,2025-08-21,Generated purchase order from approved PR.
2045,PO-2025-2045,1895,30,3,2025-08-21,2025-08-26,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",16456.50,2962.17,800.00,0.00,INR,Issued,Approved,10,2025-08-21,Generated purchase order from approved PR.
2046,PO-2025-2046,1896,31,3,2025-08-21,2025-09-07,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",393600.00,70848.00,875.00,0.00,INR,Issued,Approved,11,2025-08-21,Generated purchase order from approved PR.
