bom_consumption_id,production_order_item_id,finished_item_id,consumed_item_id,planned_quantity,issued_quantity,actual_consumed_quantity,returned_quantity,wastage_quantity,uom,warehouse_location,batch_number,consumption_date,consumed_by,transaction_status,remarks,created_at,updated_at
1929,221,104,55,75.000,0.000,0.000,0.000,0.000,No,STAT_WIP,INS001-20261025-2220,2026-10-25,1,Planned,Planned material consumption for PROD202610250221; Stator Assembly,2026-10-25 09:53:00,2026-10-25 16:49:00
1930,221,104,58,30.000,0.000,0.000,0.000,0.000,No,STAT_WIP,INS004-20261027-2221,2026-10-27,1,Planned,Planned material consumption for PROD202610250221; Stator Assembly,2026-10-27 09:00:00,2026-10-27 16:00:00
1931,221,104,59,120.000,0.000,0.000,0.000,0.000,No,STAT_WIP,INS005-20261029-2222,2026-10-29,1,Planned,Planned material consumption for PROD202610250221; Stator Assembly,2026-10-29 09:07:00,2026-10-29 16:11:00
1932,221,104,80,4.800,0.000,0.000,0.000,0.000,ml,STAT_WIP,CON001-20261025-2223,2026-10-25,1,Planned,Planned material consumption for PROD202610250221; Stator Assembly,2026-10-25 09:14:00,2026-10-25 16:22:00
1933,221,104,81,3.000,0.000,0.000,0.000,0.000,g,STAT_WIP,CON002-20261027-2224,2026-10-27,1,Planned,Planned material consumption for PROD202610250221; Stator Assembly,2026-10-27 09:21:00,2026-10-27 16:33:00
1934,221,104,63,240.000,0.000,0.000,0.000,0.000,No,STAT_WIP,FAS001-20261029-2225,2026-10-29,1,Planned,Planned material consumption for PROD202610250221; Stator Assembly,2026-10-29 09:28:00,2026-10-29 16:44:00
1935,221,104,66,240.000,0.000,0.000,0.000,0.000,No,STAT_WIP,FAS004-20261025-2226,2026-10-25,1,Planned,Planned material consumption for PROD202610250221; Stator Assembly,2026-10-25 09:35:00,2026-10-25 16:55:00
1936,221,104,69,240.000,0.000,0.000,0.000,0.000,No,STAT_WIP,FAS007-20261027-2227,2026-10-27,1,Planned,Planned material consumption for PROD202610250221; Stator Assembly,2026-10-27 09:42:00,2026-10-27 16:06:00
1937,221,104,72,240.000,0.000,0.000,0.000,0.000,No,STAT_WIP,FAS010-20261029-2228,2026-10-29,1,Planned,Planned material consumption for PROD202610250221; Stator Assembly,2026-10-29 09:49:00,2026-10-29 16:17:00
1938,222,105,29,75.000,0.000,0.000,0.000,0.000,kg,STAT_WIP,ELE001-20260125-2229,2026-01-25,1,Planned,Planned material consumption for PROD202601230222; Stator Assembly,2026-01-25 09:56:00,2026-01-25 16:28:00
1939,222,105,55,93.750,0.000,0.000,0.000,0.000,No,STAT_WIP,INS001-20260127-2230,2026-01-27,1,Planned,Planned material consumption for PROD202601230222; Stator Assembly,2026-01-27 09:03:00,2026-01-27 16:39:00
1940,222,105,58,37.500,0.000,0.000,0.000,0.000,No,STAT_WIP,INS004-20260123-2231,2026-01-23,1,Planned,Planned material consumption for PROD202601230222; Stator Assembly,2026-01-23 09:10:00,2026-01-23 16:50:00
1941,222,105,59,150.000,0.000,0.000,0.000,0.000,No,STAT_WIP,INS005-20260125-2232,2026-01-25,1,Planned,Planned material consumption for PROD202601230222; Stator Assembly,2026-01-25 09:17:00,2026-01-25 16:01:00
1942,222,105,80,6.000,0.000,0.000,0.000,0.000,ml,STAT_WIP,CON001-20260127-2233,2026-01-27,1,Planned,Planned material consumption for PROD202601230222; Stator Assembly,2026-01-27 09:24:00,2026-01-27 16:12:00
1943,222,105,81,3.750,0.000,0.000,0.000,0.000,g,STAT_WIP,CON002-20260123-2234,2026-01-23,1,Planned,Planned material consumption for PROD202601230222; Stator Assembly,2026-01-23 09:31:00,2026-01-23 16:23:00
1944,222,105,63,300.000,0.000,0.000,0.000,0.000,No,STAT_WIP,FAS001-20260125-2235,2026-01-25,1,Planned,Planned material consumption for PROD202601230222; Stator Assembly,2026-01-25 09:38:00,2026-01-25 16:34:00
1945,222,105,66,300.000,0.000,0.000,0.000,0.000,No,STAT_WIP,FAS004-20260127-2236,2026-01-27,1,Planned,Planned material consumption for PROD202601230222; Stator Assembly,2026-01-27 09:45:00,2026-01-27 16:45:00
1946,222,105,69,300.000,0.000,0.000,0.000,0.000,No,STAT_WIP,FAS007-20260123-2237,2026-01-23,1,Planned,Planned material consumption for PROD202601230222; Stator Assembly,2026-01-23 09:52:00,2026-01-23 16:56:00
1947,222,105,72,300.000,0.000,0.000,0.000,0.000,No,STAT_WIP,FAS010-20260125-2238,2026-01-25,1,Planned,Planned material consumption for PROD202601230222; Stator Assembly,2026-01-25 09:59:00,2026-01-25 16:07:00
1948,223,106,7,17.500,6.248,6.125,0.123,0.000,No,ROTR_WIP,MAG001-20260128-2239,2026-01-28,1,Issued,Issued material consumption for PROD202601270223; Rotor Assembly,2026-01-28 09:06:00,2026-01-28 16:18:00
1949,223,106,10,21.875,7.794,7.656,0.077,0.061,No,ROTR_WIP,MEC001-20260130-2240,2026-01-30,1,Issued,Issued material consumption for PROD202601270223; Rotor Assembly,2026-01-30 09:13:00,2026-01-30 16:29:00
1950,223,106,13,8.750,3.118,3.063,0.000,0.055,No,ROTR_WIP,MEC004-20260129-2241,2026-01-29,1,Issued,Issued material consumption for PROD202601270223; Rotor Assembly,2026-01-29 09:20:00,2026-01-29 16:40:00
1951,223,106,23,35.000,12.495,12.250,0.245,0.000,No,ROTR_WIP,BRG001-20260128-2242,2026-01-28,1,Issued,Issued material consumption for PROD202601270223; Rotor Assembly,2026-01-28 09:27:00,2026-01-28 16:51:00
1952,223,106,21,1.400,0.494,0.490,0.000,0.004,No,ROTR_WIP,MEC012-20260130-2243,2026-01-30,1,Issued,Issued material consumption for PROD202601270223; Rotor Assembly,2026-01-30 09:34:00,2026-01-30 16:02:00
1953,223,106,78,0.875,0.312,0.306,0.000,0.006,No,ROTR_WIP,FAS016-20260129-2244,2026-01-29,1,Issued,Issued material consumption for PROD202601270223; Rotor Assembly,2026-01-29 09:41:00,2026-01-29 16:13:00
1954,223,106,79,70.000,24.990,24.500,0.490,0.000,No,ROTR_WIP,FAS017-20260128-2245,2026-01-28,1,Issued,Issued material consumption for PROD202601270223; Rotor Assembly,2026-01-28 09:48:00,2026-01-28 16:24:00
1955,223,106,82,70.000,24.696,24.500,0.000,0.196,ml,ROTR_WIP,CON003-20260130-2246,2026-01-30,1,Issued,Issued material consumption for PROD202601270223; Rotor Assembly,2026-01-30 09:55:00,2026-01-30 16:35:00
1956,223,106,83,70.000,24.941,24.500,0.000,0.441,g,ROTR_WIP,CON004-20260129-2247,2026-01-29,1,Issued,Issued material consumption for PROD202601270223; Rotor Assembly,2026-01-29 09:02:00,2026-01-29 16:46:00
1957,223,106,26,70.000,24.990,24.500,0.490,0.000,No,ROTR_WIP,SEA001-20260128-2248,2026-01-28,1,Issued,Issued material consumption for PROD202601270223; Rotor Assembly,2026-01-28 09:09:00,2026-01-28 16:57:00
1958,224,107,7,27.500,9.798,9.625,0.000,0.173,No,ROTR_WIP,MAG001-20260128-2249,2026-01-28,1,Issued,Issued material consumption for PROD202601280224; Rotor Assembly,2026-01-28 09:16:00,2026-01-28 16:08:00
1959,224,107,10,34.375,12.272,12.031,0.241,0.000,No,ROTR_WIP,MEC001-20260130-2250,2026-01-30,1,Issued,Issued material consumption for PROD202601280224; Rotor Assembly,2026-01-30 09:23:00,2026-01-30 16:19:00
1960,224,107,13,13.750,4.852,4.813,0.000,0.039,No,ROTR_WIP,MEC004-20260128-2251,2026-01-28,1,Issued,Issued material consumption for PROD202601280224; Rotor Assembly,2026-01-28 09:30:00,2026-01-28 16:30:00
1961,224,107,23,55.000,19.597,19.250,0.000,0.347,No,ROTR_WIP,BRG001-20260130-2252,2026-01-30,1,Issued,Issued material consumption for PROD202601280224; Rotor Assembly,2026-01-30 09:37:00,2026-01-30 16:41:00
1962,224,107,21,2.200,0.785,0.770,0.015,0.000,No,ROTR_WIP,MEC012-20260128-2253,2026-01-28,1,Issued,Issued material consumption for PROD202601280224; Rotor Assembly,2026-01-28 09:44:00,2026-01-28 16:52:00
1963,225,108,7,150.000,151.800,150.000,0.000,1.800,No,ROTR_WIP,MAG001-20260129-2254,2026-01-29,1,Consumed,Consumed material consumption for PROD202601260225; Rotor Assembly,2026-01-29 09:51:00,2026-01-29 16:03:00
1964,225,108,10,187.500,193.875,187.500,1.875,4.500,No,ROTR_WIP,MEC001-20260126-2255,2026-01-26,1,Consumed,Consumed material consumption for PROD202601260225; Rotor Assembly,2026-01-26 09:58:00,2026-01-26 16:14:00
1965,225,108,13,75.000,75.300,75.000,0.000,0.300,No,ROTR_WIP,MEC004-20260128-2256,2026-01-28,1,Consumed,Consumed material consumption for PROD202601260225; Rotor Assembly,2026-01-28 09:05:00,2026-01-28 16:25:00
1966,225,108,23,300.000,303.600,300.000,0.000,3.600,No,ROTR_WIP,BRG001-20260130-2257,2026-01-30,1,Consumed,Consumed material consumption for PROD202601260225; Rotor Assembly,2026-01-30 09:12:00,2026-01-30 16:36:00
1967,225,108,21,12.000,12.288,12.000,0.000,0.288,No,ROTR_WIP,MEC012-20260127-2258,2026-01-27,1,Closed,Closed material consumption for PROD202601260225; Rotor Assembly,2026-01-27 09:19:00,2026-01-27 16:47:00
1968,225,108,78,7.500,7.530,7.500,0.000,0.030,No,ROTR_WIP,FAS016-20260129-2259,2026-01-29,1,Consumed,Consumed material consumption for PROD202601260225; Rotor Assembly,2026-01-29 09:26:00,2026-01-29 16:58:00
1969,226,106,7,190.000,192.280,190.000,0.000,2.280,No,ROTR_WIP,MAG001-20261114-2260,2026-11-14,1,Consumed,Consumed material consumption for PROD202611090226; Rotor Assembly,2026-11-14 09:33:00,2026-11-14 16:09:00
1970,226,106,10,237.500,243.200,237.500,0.000,5.700,No,ROTR_WIP,MEC001-20261111-2261,2026-11-11,1,Closed,Closed material consumption for PROD202611090226; Rotor Assembly,2026-11-11 09:40:00,2026-11-11 16:20:00
1971,226,106,13,95.000,95.380,95.000,0.000,0.380,No,ROTR_WIP,MEC004-20261113-2262,2026-11-13,1,Consumed,Consumed material consumption for PROD202611090226; Rotor Assembly,2026-11-13 09:47:00,2026-11-13 16:31:00
1972,226,106,23,380.000,388.360,380.000,3.800,4.560,No,ROTR_WIP,BRG001-20261110-2263,2026-11-10,1,Consumed,Consumed material consumption for PROD202611090226; Rotor Assembly,2026-11-10 09:54:00,2026-11-10 16:42:00
1973,226,106,21,15.200,15.565,15.200,0.000,0.365,No,ROTR_WIP,MEC012-20261112-2264,2026-11-12,1,Consumed,Consumed material consumption for PROD202611090226; Rotor Assembly,2026-11-12 09:01:00,2026-11-12 16:53:00
1974,226,106,78,9.500,9.538,9.500,0.000,0.038,No,ROTR_WIP,FAS016-20261114-2265,2026-11-14,1,Consumed,Consumed material consumption for PROD202611090226; Rotor Assembly,2026-11-14 09:08:00,2026-11-14 16:04:00
1975,226,106,79,760.000,769.120,760.000,0.000,9.120,No,ROTR_WIP,FAS017-20261111-2266,2026-11-11,1,Consumed,Consumed material consumption for PROD202611090226; Rotor Assembly,2026-11-11 09:15:00,2026-11-11 16:15:00
1976,227,107,7,150.000,99.255,97.500,0.000,1.755,No,ROTR_WIP,MAG001-20260211-2267,2026-02-11,1,Partially Consumed,Partially Consumed material consumption for PROD202602100227; Rotor Assembly,2026-02-11 09:22:00,2026-02-11 16:26:00
1977,227,107,10,187.500,191.250,187.500,3.750,0.000,No,ROTR_WIP,MEC001-20260213-2268,2026-02-13,1,Returned,Returned material consumption for PROD202602100227; Rotor Assembly,2026-02-13 09:29:00,2026-02-13 16:37:00
1978,227,107,13,75.000,49.628,48.750,0.488,0.390,No,ROTR_WIP,MEC004-20260210-2269,2026-02-10,1,Partially Consumed,Partially Consumed material consumption for PROD202602100227; Rotor Assembly,2026-02-10 09:36:00,2026-02-10 16:48:00
1979,227,107,23,300.000,305.400,300.000,0.000,5.400,No,ROTR_WIP,BRG001-20260212-2270,2026-02-12,1,Returned,Returned material consumption for PROD202602100227; Rotor Assembly,2026-02-12 09:43:00,2026-02-12 16:59:00
1980,227,107,21,12.000,7.956,7.800,0.156,0.000,No,ROTR_WIP,MEC012-20260214-2271,2026-02-14,1,Partially Consumed,Partially Consumed material consumption for PROD202602100227; Rotor Assembly,2026-02-14 09:50:00,2026-02-14 16:10:00
1981,227,107,78,7.500,7.560,7.500,0.000,0.060,No,ROTR_WIP,FAS016-20260211-2272,2026-02-11,1,Returned,Returned material consumption for PROD202602100227; Rotor Assembly,2026-02-11 09:57:00,2026-02-11 16:21:00
1982,227,107,79,600.000,397.020,390.000,0.000,7.020,No,ROTR_WIP,FAS017-20260213-2273,2026-02-13,1,Partially Consumed,Partially Consumed material consumption for PROD202602100227; Rotor Assembly,2026-02-13 09:04:00,2026-02-13 16:32:00
1983,227,107,82,600.000,612.000,600.000,12.000,0.000,ml,ROTR_WIP,CON003-20260210-2274,2026-02-10,1,Returned,Returned material consumption for PROD202602100227; Rotor Assembly,2026-02-10 09:11:00,2026-02-10 16:43:00
1984,228,108,7,87.000,57.681,56.550,1.131,0.000,No,ROTR_WIP,MAG001-20260224-2275,2026-02-24,1,Partially Consumed,Partially Consumed material consumption for PROD202602240228; Rotor Assembly,2026-02-24 09:18:00,2026-02-24 16:54:00
1985,228,108,10,108.750,38.368,38.063,0.000,0.305,No,ROTR_WIP,MEC001-20260226-2276,2026-02-26,1,Issued,Issued material consumption for PROD202602240228; Rotor Assembly,2026-02-26 09:25:00,2026-02-26 16:05:00
1986,228,108,13,43.500,15.499,15.225,0.000,0.274,No,ROTR_WIP,MEC004-20260228-2277,2026-02-28,1,Issued,Issued material consumption for PROD202602240228; Rotor Assembly,2026-02-28 09:32:00,2026-02-28 16:16:00
1987,228,108,23,174.000,115.362,113.100,2.262,0.000,No,ROTR_WIP,BRG001-20260224-2278,2026-02-24,1,Partially Consumed,Partially Consumed material consumption for PROD202602240228; Rotor Assembly,2026-02-24 09:39:00,2026-02-24 16:27:00
1988,228,108,21,6.960,2.455,2.436,0.000,0.019,No,ROTR_WIP,MEC012-20260226-2279,2026-02-26,1,Issued,Issued material consumption for PROD202602240228; Rotor Assembly,2026-02-26 09:46:00,2026-02-26 16:38:00
1989,228,108,78,4.350,1.550,1.523,0.000,0.027,No,ROTR_WIP,FAS016-20260228-2280,2026-02-28,1,Issued,Issued material consumption for PROD202602240228; Rotor Assembly,2026-02-28 09:53:00,2026-02-28 16:49:00
1990,228,108,79,348.000,230.724,226.200,4.524,0.000,No,ROTR_WIP,FAS017-20260224-2281,2026-02-24,1,Partially Consumed,Partially Consumed material consumption for PROD202602240228; Rotor Assembly,2026-02-24 09:00:00,2026-02-24 16:00:00
1991,228,108,82,348.000,122.774,121.800,0.000,0.974,ml,ROTR_WIP,CON003-20260226-2282,2026-02-26,1,Issued,Issued material consumption for PROD202602240228; Rotor Assembly,2026-02-26 09:07:00,2026-02-26 16:11:00
1992,228,108,83,348.000,125.210,121.800,1.218,2.192,g,ROTR_WIP,CON004-20260228-2283,2026-02-28,1,Issued,Issued material consumption for PROD202602240228; Rotor Assembly,2026-02-28 09:14:00,2026-02-28 16:22:00
1993,229,100,103,12.000,0.000,0.000,0.000,0.000,No,ASMB_WIP,SFG-ST15-2026-03-05-229,2026-03-05,1,Planned,Assembly consumption of Finished Stator 1.5kW.,2026-03-05 09:21:00,2026-03-05 16:33:00
1994,229,100,106,12.000,0.000,0.000,0.000,0.000,No,ASMB_WIP,SFG-RT15-2026-03-03-229,2026-03-03,1,Planned,Assembly consumption of Finished Rotor 1.5kW.,2026-03-03 09:28:00,2026-03-03 16:44:00
1995,229,100,16,3.000,0.000,0.000,0.000,0.000,No,Mechanical Store,MEC007-20260303-2289,2026-03-03,1,Planned,Planned material consumption for PROD202603020229; Final Motor Assembly,2026-03-03 09:56:00,2026-03-03 16:28:00
1996,229,100,19,3.000,0.000,0.000,0.000,0.000,No,Mechanical Store,MEC010-20260305-2290,2026-03-05,1,Planned,Planned material consumption for PROD202603020229; Final Motor Assembly,2026-03-05 09:03:00,2026-03-05 16:39:00
1997,229,100,20,3.000,0.000,0.000,0.000,0.000,No,Mechanical Store,MEC011-20260303-2291,2026-03-03,1,Planned,Planned material consumption for PROD202603020229; Final Motor Assembly,2026-03-03 09:10:00,2026-03-03 16:50:00
1998,230,101,104,18.000,0.000,0.000,0.000,0.000,No,ASMB_WIP,SFG-ST30-2026-03-09-230,2026-03-09,1,Planned,Assembly consumption of Finished Stator 3kW.,2026-03-09 09:31:00,2026-03-09 16:23:00
1999,230,101,107,18.000,0.000,0.000,0.000,0.000,No,ASMB_WIP,SFG-RT30-2026-03-11-230,2026-03-11,1,Planned,Assembly consumption of Finished Rotor 3kW.,2026-03-11 09:38:00,2026-03-11 16:34:00
2000,230,101,17,4.500,0.000,0.000,0.000,0.000,No,Mechanical Store,MEC008-20260311-2299,2026-03-11,1,Planned,Planned material consumption for PROD202603080230; Final Motor Assembly,2026-03-11 09:06:00,2026-03-11 16:18:00
2001,230,101,19,4.500,0.000,0.000,0.000,0.000,No,Mechanical Store,MEC010-20260309-2300,2026-03-09,1,Planned,Planned material consumption for PROD202603080230; Final Motor Assembly,2026-03-09 09:13:00,2026-03-09 16:29:00
2002,230,101,20,4.500,0.000,0.000,0.000,0.000,No,Mechanical Store,MEC011-20260311-2301,2026-03-11,1,Planned,Planned material consumption for PROD202603080230; Final Motor Assembly,2026-03-11 09:20:00,2026-03-11 16:40:00
2003,230,101,78,9.000,0.000,0.000,0.000,0.000,No,Mechanical Store,FAS016-20260309-2304,2026-03-09,1,Planned,Planned material consumption for PROD202603080230; Final Motor Assembly,2026-03-09 09:41:00,2026-03-09 16:13:00
2004,231,102,105,75.000,0.000,0.000,0.000,0.000,No,ASMB_WIP,SFG-ST75-2026-11-28-231,2026-11-28,1,Issued,Assembly consumption of Finished Stator 7.5kW.,2026-11-28 09:48:00,2026-11-28 16:24:00
2005,231,102,108,75.000,0.000,0.000,0.000,0.000,No,ASMB_WIP,SFG-RT75-2026-11-25-231,2026-11-25,1,Issued,Assembly consumption of Finished Rotor 7.5kW.,2026-11-25 09:55:00,2026-11-25 16:35:00
2006,231,102,18,18.750,6.681,6.563,0.000,0.118,No,Mechanical Store,MEC009-20261128-2310,2026-11-28,1,Issued,Issued material consumption for PROD202611240231; Final Motor Assembly,2026-11-28 09:23:00,2026-11-28 16:19:00
2007,231,102,19,18.750,6.694,6.563,0.131,0.000,No,Mechanical Store,MEC010-20261125-2311,2026-11-25,1,Issued,Issued material consumption for PROD202611240231; Final Motor Assembly,2026-11-25 09:30:00,2026-11-25 16:30:00
2008,231,102,20,18.750,6.616,6.563,0.000,0.053,No,Mechanical Store,MEC011-20261127-2312,2026-11-27,1,Issued,Issued material consumption for PROD202611240231; Final Motor Assembly,2026-11-27 09:37:00,2026-11-27 16:41:00
2009,231,102,78,37.500,13.230,13.125,0.000,0.105,No,Mechanical Store,FAS016-20261128-2315,2026-11-28,1,Issued,Issued material consumption for PROD202611240231; Final Motor Assembly,2026-11-28 09:58:00,2026-11-28 16:14:00
2010,231,102,79,37.500,13.361,13.125,0.000,0.236,No,Mechanical Store,FAS017-20261125-2316,2026-11-25,1,Issued,Issued material consumption for PROD202611240231; Final Motor Assembly,2026-11-25 09:05:00,2026-11-25 16:25:00
2011,232,103,29,50.000,17.850,17.500,0.350,0.000,kg,STAT_WIP,ELE001-20260314-2317,2026-03-14,1,Issued,Issued material consumption for PROD202603130232; Stator Assembly,2026-03-14 09:12:00,2026-03-14 16:36:00
2012,232,103,55,62.500,22.050,21.875,0.000,0.175,No,STAT_WIP,INS001-20260316-2318,2026-03-16,1,Issued,Issued material consumption for PROD202603130232; Stator Assembly,2026-03-16 09:19:00,2026-03-16 16:47:00
2013,232,103,58,25.000,8.996,8.750,0.088,0.158,No,STAT_WIP,INS004-20260313-2319,2026-03-13,1,Issued,Issued material consumption for PROD202603130232; Stator Assembly,2026-03-13 09:26:00,2026-03-13 16:58:00
2014,232,103,59,100.000,35.700,35.000,0.700,0.000,No,STAT_WIP,INS005-20260315-2320,2026-03-15,1,Issued,Issued material consumption for PROD202603130232; Stator Assembly,2026-03-15 09:33:00,2026-03-15 16:09:00
2015,232,103,80,4.000,1.411,1.400,0.000,0.011,ml,STAT_WIP,CON001-20260317-2321,2026-03-17,1,Issued,Issued material consumption for PROD202603130232; Stator Assembly,2026-03-17 09:40:00,2026-03-17 16:20:00
2016,232,103,81,2.500,0.891,0.875,0.000,0.016,g,STAT_WIP,CON002-20260314-2322,2026-03-14,1,Issued,Issued material consumption for PROD202603130232; Stator Assembly,2026-03-14 09:47:00,2026-03-14 16:31:00
2017,232,103,63,200.000,71.400,70.000,1.400,0.000,No,STAT_WIP,FAS001-20260316-2323,2026-03-16,1,Issued,Issued material consumption for PROD202603130232; Stator Assembly,2026-03-16 09:54:00,2026-03-16 16:42:00
2018,232,103,66,200.000,71.260,70.000,0.700,0.560,No,STAT_WIP,FAS004-20260313-2324,2026-03-13,1,Issued,Issued material consumption for PROD202603130232; Stator Assembly,2026-03-13 09:01:00,2026-03-13 16:53:00
2019,232,103,69,200.000,71.260,70.000,0.000,1.260,No,STAT_WIP,FAS007-20260315-2325,2026-03-15,1,Issued,Issued material consumption for PROD202603130232; Stator Assembly,2026-03-15 09:08:00,2026-03-15 16:04:00
2020,232,103,72,200.000,71.400,70.000,1.400,0.000,No,STAT_WIP,FAS010-20260317-2326,2026-03-17,1,Issued,Issued material consumption for PROD202603130232; Stator Assembly,2026-03-17 09:15:00,2026-03-17 16:15:00
2021,233,104,29,240.000,244.320,240.000,0.000,4.320,kg,STAT_WIP,ELE001-20260324-2327,2026-03-24,1,Consumed,Consumed material consumption for PROD202603200233; Stator Assembly,2026-03-24 09:22:00,2026-03-24 16:26:00
2022,233,104,55,300.000,306.000,300.000,6.000,0.000,No,STAT_WIP,INS001-20260320-2328,2026-03-20,1,Consumed,Consumed material consumption for PROD202603200233; Stator Assembly,2026-03-20 09:29:00,2026-03-20 16:37:00
2023,233,104,58,120.000,122.160,120.000,1.200,0.960,No,STAT_WIP,INS004-20260322-2329,2026-03-22,1,Consumed,Consumed material consumption for PROD202603200233; Stator Assembly,2026-03-22 09:36:00,2026-03-22 16:48:00
2024,233,104,59,480.000,488.640,480.000,0.000,8.640,No,STAT_WIP,INS005-20260324-2330,2026-03-24,1,Consumed,Consumed material consumption for PROD202603200233; Stator Assembly,2026-03-24 09:43:00,2026-03-24 16:59:00
2025,233,104,80,19.200,19.584,19.200,0.384,0.000,ml,STAT_WIP,CON001-20260320-2331,2026-03-20,1,Consumed,Consumed material consumption for PROD202603200233; Stator Assembly,2026-03-20 09:50:00,2026-03-20 16:10:00
2026,233,104,81,12.000,12.096,12.000,0.000,0.096,g,STAT_WIP,CON002-20260322-2332,2026-03-22,1,Consumed,Consumed material consumption for PROD202603200233; Stator Assembly,2026-03-22 09:57:00,2026-03-22 16:21:00
2027,233,104,63,960.000,977.280,960.000,0.000,17.280,No,STAT_WIP,FAS001-20260324-2333,2026-03-24,1,Closed,Closed material consumption for PROD202603200233; Stator Assembly,2026-03-24 09:04:00,2026-03-24 16:32:00
2028,233,104,66,960.000,979.200,960.000,19.200,0.000,No,STAT_WIP,FAS004-20260320-2334,2026-03-20,1,Consumed,Consumed material consumption for PROD202603200233; Stator Assembly,2026-03-20 09:11:00,2026-03-20 16:43:00
2029,233,104,69,960.000,967.680,960.000,0.000,7.680,No,STAT_WIP,FAS007-20260322-2335,2026-03-22,1,Consumed,Consumed material consumption for PROD202603200233; Stator Assembly,2026-03-22 09:18:00,2026-03-22 16:54:00
2030,233,104,72,960.000,977.280,960.000,0.000,17.280,No,STAT_WIP,FAS010-20260324-2336,2026-03-24,1,Consumed,Consumed material consumption for PROD202603200233; Stator Assembly,2026-03-24 09:25:00,2026-03-24 16:05:00
2031,234,105,29,300.000,302.400,300.000,0.000,2.400,kg,STAT_WIP,ELE001-20260327-2337,2026-03-27,1,Consumed,Consumed material consumption for PROD202603250234; Stator Assembly,2026-03-27 09:32:00,2026-03-27 16:16:00
2032,234,105,55,375.000,381.750,375.000,0.000,6.750,No,STAT_WIP,INS001-20260329-2338,2026-03-29,1,Closed,Closed material consumption for PROD202603250234; Stator Assembly,2026-03-29 09:39:00,2026-03-29 16:27:00
2033,234,105,58,150.000,153.000,150.000,3.000,0.000,No,STAT_WIP,INS004-20260325-2339,2026-03-25,1,Consumed,Consumed material consumption for PROD202603250234; Stator Assembly,2026-03-25 09:46:00,2026-03-25 16:38:00
2034,234,105,59,600.000,604.800,600.000,0.000,4.800,No,STAT_WIP,INS005-20260327-2340,2026-03-27,1,Consumed,Consumed material consumption for PROD202603250234; Stator Assembly,2026-03-27 09:53:00,2026-03-27 16:49:00
2035,234,105,80,24.000,24.432,24.000,0.000,0.432,ml,STAT_WIP,CON001-20260329-2341,2026-03-29,1,Consumed,Consumed material consumption for PROD202603250234; Stator Assembly,2026-03-29 09:00:00,2026-03-29 16:00:00
2036,234,105,81,15.000,15.300,15.000,0.300,0.000,g,STAT_WIP,CON002-20260325-2342,2026-03-25,1,Consumed,Consumed material consumption for PROD202603250234; Stator Assembly,2026-03-25 09:07:00,2026-03-25 16:11:00
2037,234,105,63,1200.000,1209.600,1200.000,0.000,9.600,No,STAT_WIP,FAS001-20260327-2343,2026-03-27,1,Consumed,Consumed material consumption for PROD202603250234; Stator Assembly,2026-03-27 09:14:00,2026-03-27 16:22:00
2038,234,105,66,1200.000,1233.600,1200.000,12.000,21.600,No,STAT_WIP,FAS004-20260329-2344,2026-03-29,1,Consumed,Consumed material consumption for PROD202603250234; Stator Assembly,2026-03-29 09:21:00,2026-03-29 16:33:00
2039,234,105,69,1200.000,1224.000,1200.000,24.000,0.000,No,STAT_WIP,FAS007-20260325-2345,2026-03-25,1,Closed,Closed material consumption for PROD202603250234; Stator Assembly,2026-03-25 09:28:00,2026-03-25 16:44:00
2040,234,105,72,1200.000,1209.600,1200.000,0.000,9.600,No,STAT_WIP,FAS010-20260327-2346,2026-03-27,1,Consumed,Consumed material consumption for PROD202603250234; Stator Assembly,2026-03-27 09:35:00,2026-03-27 16:55:00
2041,235,106,7,46.000,46.920,46.000,0.920,0.000,No,ROTR_WIP,MAG001-20250414-2347,2025-04-14,1,Consumed,Consumed material consumption for PROD202504120235; Rotor Assembly,2025-04-14 09:42:00,2025-04-14 16:06:00
2042,235,106,10,57.500,57.960,57.500,0.000,0.460,No,ROTR_WIP,MEC001-20250416-2348,2025-04-16,1,Consumed,Consumed material consumption for PROD202504120235; Rotor Assembly,2025-04-16 09:49:00,2025-04-16 16:17:00
2043,235,106,13,23.000,23.644,23.000,0.230,0.414,No,ROTR_WIP,MEC004-20250413-2349,2025-04-13,1,Consumed,Consumed material consumption for PROD202504120235; Rotor Assembly,2025-04-13 09:56:00,2025-04-13 16:28:00
2044,235,106,23,92.000,93.840,92.000,1.840,0.000,No,ROTR_WIP,BRG001-20250415-2350,2025-04-15,1,Closed,Closed material consumption for PROD202504120235; Rotor Assembly,2025-04-15 09:03:00,2025-04-15 16:39:00
2045,235,106,21,3.680,3.709,3.680,0.000,0.029,No,ROTR_WIP,MEC012-20250417-2351,2025-04-17,1,Consumed,Consumed material consumption for PROD202504120235; Rotor Assembly,2025-04-17 09:10:00,2025-04-17 16:50:00
2046,235,106,78,2.300,2.341,2.300,0.000,0.041,No,ROTR_WIP,FAS016-20250414-2352,2025-04-14,1,Consumed,Consumed material consumption for PROD202504120235; Rotor Assembly,2025-04-14 09:17:00,2025-04-14 16:01:00
2047,235,106,79,184.000,187.680,184.000,3.680,0.000,No,ROTR_WIP,FAS017-20250416-2353,2025-04-16,1,Consumed,Consumed material consumption for PROD202504120235; Rotor Assembly,2025-04-16 09:24:00,2025-04-16 16:12:00
