po_item_id,po_id,pr_item_id,item_id,ordered_quantity,uom,unit_price,line_subtotal,tax_rate,tax_amount,discount_amount,line_total,expected_delivery_date,received_quantity,pending_quantity,line_status,remarks,created_at,updated_at
675,225,240,62,2655.000,m,89.114878,236600.00,18.00,42588.00,3549.00,275639.00,2025-11-06,0.000,2655.000,Ordered,PO line converted from PR item 240 for Heat Shrink Sleeve 12 mm,2025-10-31 14:45:00,2025-10-31 15:45:00
676,226,241,73,3415.100,No,2.928172,10000.00,18.00,1800.00,0.00,11800.00,2025-11-03,3415.100,0.000,Fully Received,PO line converted from PR item 241 for Spring Washer M6,2025-10-27 14:48:00,2025-10-27 15:48:00
677,226,241,73,4203.200,No,3.568710,15000.00,18.00,2700.00,0.00,17700.00,2025-11-04,2942.240,1260.960,Partially Received,PO line converted from PR item 241 for Spring Washer M6,2025-10-27 14:51:00,2025-10-27 15:51:00
678,227,242,84,4480.000,ml,1.240080,5555.56,18.00,1000.00,0.00,6555.56,2025-11-06,4480.000,0.000,Fully Received,PO line converted from PR item 242 for Cleaning Solvent,2025-10-29 14:54:00,2025-10-29 15:54:00
679,227,242,84,1960.000,ml,4.251699,8333.33,18.00,1500.00,0.00,9833.33,2025-11-01,1960.000,0.000,Fully Received,PO line converted from PR item 242 for Cleaning Solvent,2025-10-29 14:57:00,2025-10-29 15:57:00
680,227,242,84,2800.000,ml,3.968254,11111.11,18.00,2000.00,0.00,13111.11,2025-11-02,2800.000,0.000,Fully Received,PO line converted from PR item 242 for Cleaning Solvent,2025-10-29 14:00:00,2025-10-29 15:00:00
681,228,243,95,159.600,No,22.377381,3571.43,18.00,642.86,0.00,4214.29,2025-11-06,159.600,0.000,Closed,PO line converted from PR item 243 for QR Code Label,2025-11-03 14:03:00,2025-11-03 15:03:00
682,228,243,95,228.000,No,23.496228,5357.14,18.00,964.29,0.00,6321.43,2025-11-07,228.000,0.000,Closed,PO line converted from PR item 243 for QR Code Label,2025-11-03 14:06:00,2025-11-03 15:06:00
683,228,243,95,296.400,No,24.098718,7142.86,18.00,1285.71,0.00,8428.57,2025-11-08,296.400,0.000,Closed,PO line converted from PR item 243 for QR Code Label,2025-11-03 14:09:00,2025-11-03 15:09:00
684,228,243,95,364.800,No,24.475247,8928.57,18.00,1607.14,0.00,10535.71,2025-11-09,364.800,0.000,Closed,PO line converted from PR item 243 for QR Code Label,2025-11-03 14:12:00,2025-11-03 15:12:00
685,229,244,66,2616.000,No,0.955657,2500.00,18.00,450.00,0.00,2950.00,2025-11-10,0.000,2616.000,Ordered,PO line converted from PR item 244 for Hex Nut M5,2025-11-06 14:15:00,2025-11-06 15:15:00
686,229,244,66,3400.800,No,1.102682,3750.00,18.00,675.00,0.00,4425.00,2025-11-11,0.000,3400.800,Ordered,PO line converted from PR item 244 for Hex Nut M5,2025-11-06 14:18:00,2025-11-06 15:18:00
687,229,244,66,4185.600,No,1.194572,5000.00,18.00,900.00,0.00,5900.00,2025-11-12,0.000,4185.600,Ordered,PO line converted from PR item 244 for Hex Nut M5,2025-11-06 14:21:00,2025-11-06 15:21:00
688,229,244,66,1831.200,No,3.413062,6250.00,18.00,1125.00,0.00,7375.00,2025-11-13,0.000,1831.200,Ordered,PO line converted from PR item 244 for Hex Nut M5,2025-11-06 14:24:00,2025-11-06 15:24:00
689,229,244,66,2616.000,No,2.866972,7500.00,18.00,1350.00,0.00,8850.00,2025-11-14,0.000,2616.000,Ordered,PO line converted from PR item 244 for Hex Nut M5,2025-11-06 14:27:00,2025-11-06 15:27:00
690,230,245,15,257.400,No,639.860140,164700.00,18.00,29646.00,0.00,194346.00,2025-11-12,257.400,0.000,Fully Received,PO line converted from PR item 245 for Rotor Sleeve SS 0.8 mm,2025-11-07 14:30:00,2025-11-07 15:30:00
691,231,246,26,174.400,No,57.339450,10000.00,18.00,1800.00,0.00,11800.00,2025-11-10,174.400,0.000,Fully Received,PO line converted from PR item 246 for O-Ring Standard,2025-11-04 14:33:00,2025-11-04 15:33:00
692,231,246,26,76.300,No,196.592398,15000.00,18.00,2700.00,0.00,17700.00,2025-11-11,76.300,0.000,Fully Received,PO line converted from PR item 246 for O-Ring Standard,2025-11-04 14:36:00,2025-11-04 15:36:00
693,232,247,37,45.500,No,135.775385,6177.78,18.00,1112.00,92.67,7197.11,2025-11-14,0.000,45.500,Cancelled,PO line converted from PR item 247 for Terminal Block Industrial,2025-11-07 14:39:00,2025-11-07 15:39:00
694,232,247,37,65.000,No,142.564154,9266.67,18.00,1668.00,139.00,10795.67,2025-11-15,0.000,65.000,Cancelled,PO line converted from PR item 247 for Terminal Block Industrial,2025-11-07 14:42:00,2025-11-07 15:42:00
695,232,247,37,84.500,No,146.219527,12355.55,18.00,2224.00,185.33,14394.22,2025-11-10,0.000,84.500,Cancelled,PO line converted from PR item 247 for Terminal Block Industrial,2025-11-07 14:45:00,2025-11-07 15:45:00
696,233,248,48,136.500,Set,181.894286,24828.57,18.00,4469.14,0.00,29297.71,2025-11-17,0.000,136.500,Ordered,PO line converted from PR item 248 for Wiring Harness Industrial,2025-11-09 14:48:00,2025-11-09 15:48:00
697,233,248,48,177.450,Set,209.878050,37242.86,18.00,6703.71,0.00,43946.57,2025-11-12,0.000,177.450,Ordered,PO line converted from PR item 248 for Wiring Harness Industrial,2025-11-09 14:51:00,2025-11-09 15:51:00
698,233,248,48,218.400,Set,227.367857,49657.14,18.00,8938.29,0.00,58595.43,2025-11-13,0.000,218.400,Ordered,PO line converted from PR item 248 for Wiring Harness Industrial,2025-11-09 14:54:00,2025-11-09 15:54:00
699,233,248,48,95.550,Set,649.622501,62071.43,18.00,11172.86,0.00,73244.29,2025-11-14,0.000,95.550,Ordered,PO line converted from PR item 248 for Wiring Harness Industrial,2025-11-09 14:57:00,2025-11-09 15:57:00
700,234,249,37,132.600,No,53.619910,7110.00,18.00,1279.80,0.00,8389.80,2025-11-13,132.600,0.000,Fully Received,PO line converted from PR item 249 for Terminal Block Industrial,2025-11-10 14:00:00,2025-11-10 15:00:00
701,234,249,37,163.200,No,65.349265,10665.00,18.00,1919.70,0.00,12584.70,2025-11-14,114.240,48.960,Partially Received,PO line converted from PR item 249 for Terminal Block Industrial,2025-11-10 14:03:00,2025-11-10 15:03:00
702,234,249,37,71.400,No,199.159664,14220.00,18.00,2559.60,0.00,16779.60,2025-11-15,17.850,53.550,Partially Received,PO line converted from PR item 249 for Terminal Block Industrial,2025-11-10 14:06:00,2025-11-10 15:06:00
703,234,249,37,102.000,No,174.264706,17775.00,18.00,3199.50,0.00,20974.50,2025-11-16,40.800,61.200,Partially Received,PO line converted from PR item 249 for Terminal Block Industrial,2025-11-10 14:09:00,2025-11-10 15:09:00
704,234,249,37,132.600,No,160.859729,21330.00,18.00,3839.40,0.00,25169.40,2025-11-17,132.600,0.000,Fully Received,PO line converted from PR item 249 for Terminal Block Industrial,2025-11-10 14:12:00,2025-11-10 15:12:00
705,235,250,48,277.600,Set,1175.792507,326400.00,18.00,58752.00,0.00,385152.00,2025-11-17,277.600,0.000,Fully Received,PO line converted from PR item 250 for Wiring Harness Industrial,2025-11-13 14:15:00,2025-11-13 15:15:00
706,236,251,75,1981.700,No,5.046172,10000.00,18.00,1800.00,0.00,11800.00,2025-11-18,1981.700,0.000,Closed,PO line converted from PR item 251 for Dowel Pin Ø5×20,2025-11-13 14:18:00,2025-11-13 15:18:00
707,236,251,75,2831.000,No,5.298481,15000.00,18.00,2700.00,0.00,17700.00,2025-11-19,2831.000,0.000,Closed,PO line converted from PR item 251 for Dowel Pin Ø5×20,2025-11-13 14:21:00,2025-11-13 15:21:00
708,237,253,35,157.000,No,35.385732,5555.56,18.00,1000.00,0.00,6555.56,2025-12-07,0.000,157.000,Ordered,PO line converted from PR item 253 for Terminal Block Standard,2025-12-01 14:24:00,2025-12-01 15:24:00
709,237,253,35,204.100,No,40.829642,8333.33,18.00,1500.00,0.00,9833.33,2025-12-08,0.000,204.100,Ordered,PO line converted from PR item 253 for Terminal Block Standard,2025-12-01 14:27:00,2025-12-01 15:27:00
710,237,253,35,251.200,No,44.232126,11111.11,18.00,2000.00,0.00,13111.11,2025-12-09,0.000,251.200,Ordered,PO line converted from PR item 253 for Terminal Block Standard,2025-12-01 14:30:00,2025-12-01 15:30:00
711,238,254,46,297.050,No,110.419121,32800.00,18.00,5904.00,0.00,38704.00,2025-12-12,297.050,0.000,Fully Received,PO line converted from PR item 254 for Motor Connector IP68,2025-12-05 14:33:00,2025-12-05 15:33:00
712,238,254,46,365.600,No,134.573304,49200.00,18.00,8856.00,0.00,58056.00,2025-12-13,255.920,109.680,Partially Received,PO line converted from PR item 254 for Motor Connector IP68,2025-12-05 14:36:00,2025-12-05 15:36:00
713,238,254,46,159.950,No,410.128165,65600.00,18.00,11808.00,0.00,77408.00,2025-12-08,39.988,119.962,Partially Received,PO line converted from PR item 254 for Motor Connector IP68,2025-12-05 14:39:00,2025-12-05 15:39:00
714,238,254,46,228.500,No,358.862144,82000.00,18.00,14760.00,0.00,96760.00,2025-12-09,91.400,137.100,Partially Received,PO line converted from PR item 254 for Motor Connector IP68,2025-12-05 14:42:00,2025-12-05 15:42:00
715,239,255,68,4541.600,No,0.623128,2830.00,18.00,509.40,42.45,3296.95,2025-12-15,4541.600,0.000,Fully Received,PO line converted from PR item 255 for Hex Nut M8,2025-12-07 14:45:00,2025-12-07 15:45:00
716,239,255,68,1986.950,No,2.136440,4245.00,18.00,764.10,63.68,4945.42,2025-12-10,1986.950,0.000,Fully Received,PO line converted from PR item 255 for Hex Nut M8,2025-12-07 14:48:00,2025-12-07 15:48:00
717,239,255,68,2838.500,No,1.994011,5660.00,18.00,1018.80,84.90,6593.90,2025-12-11,2838.500,0.000,Fully Received,PO line converted from PR item 255 for Hex Nut M8,2025-12-07 14:51:00,2025-12-07 15:51:00
718,239,255,68,3690.050,No,1.917318,7075.00,18.00,1273.50,106.13,8242.37,2025-12-12,3690.050,0.000,Fully Received,PO line converted from PR item 255 for Hex Nut M8,2025-12-07 14:54:00,2025-12-07 15:54:00
719,239,255,68,4541.600,No,1.869385,8490.00,18.00,1528.20,127.34,9890.86,2025-12-13,4541.600,0.000,Fully Received,PO line converted from PR item 255 for Hex Nut M8,2025-12-07 14:57:00,2025-12-07 15:57:00
720,240,256,6,24.150,No,14144.927536,341600.00,18.00,61488.00,0.00,403088.00,2025-12-22,0.000,24.150,Cancelled,PO line converted from PR item 256 for Rotor Core 7.5 kW,2025-12-19 14:00:00,2025-12-19 15:00:00
721,241,258,89,142.500,No,70.175439,10000.00,18.00,1800.00,0.00,11800.00,2025-12-22,0.000,142.500,Ordered,PO line converted from PR item 258 for Foam Insert,2025-12-18 14:03:00,2025-12-18 15:03:00
722,241,258,89,185.250,No,80.971660,15000.00,18.00,2700.00,0.00,17700.00,2025-12-23,0.000,185.250,Ordered,PO line converted from PR item 258 for Foam Insert,2025-12-18 14:06:00,2025-12-18 15:06:00
723,242,259,78,3909.750,No,1.420950,5555.56,18.00,1000.00,0.00,6555.56,2025-12-26,3909.750,0.000,Fully Received,PO line converted from PR item 259 for Internal Circlip,2025-12-21 14:09:00,2025-12-21 15:09:00
724,242,259,78,4812.000,No,1.731781,8333.33,18.00,1500.00,0.00,9833.33,2025-12-27,3368.400,1443.600,Partially Received,PO line converted from PR item 259 for Internal Circlip,2025-12-21 14:12:00,2025-12-21 15:12:00
725,242,259,78,2105.250,No,5.277810,11111.11,18.00,2000.00,0.00,13111.11,2025-12-28,526.313,1578.937,Partially Received,PO line converted from PR item 259 for Internal Circlip,2025-12-21 14:15:00,2025-12-21 15:15:00
726,243,260,78,4841.600,No,0.737655,3571.43,18.00,642.86,0.00,4214.29,2025-12-28,4841.600,0.000,Fully Received,PO line converted from PR item 260 for Internal Circlip,2025-12-22 14:18:00,2025-12-22 15:18:00
727,243,260,78,2118.200,No,2.529100,5357.14,18.00,964.29,0.00,6321.43,2025-12-29,2118.200,0.000,Fully Received,PO line converted from PR item 260 for Internal Circlip,2025-12-22 14:21:00,2025-12-22 15:21:00
728,243,260,78,3026.000,No,2.360496,7142.86,18.00,1285.71,0.00,8428.57,2025-12-30,3026.000,0.000,Fully Received,PO line converted from PR item 260 for Internal Circlip,2025-12-22 14:24:00,2025-12-22 15:24:00
729,243,260,78,3933.800,No,2.269706,8928.57,18.00,1607.14,0.00,10535.71,2025-12-25,3933.800,0.000,Fully Received,PO line converted from PR item 260 for Internal Circlip,2025-12-22 14:27:00,2025-12-22 15:27:00
730,244,261,31,187.250,kg,218.157543,40850.00,18.00,7353.00,0.00,48203.00,2026-01-01,187.250,0.000,Closed,PO line converted from PR item 261 for Copper Wire 1.60 mm,2025-12-25 14:30:00,2025-12-25 15:30:00
731,244,261,31,267.500,kg,229.065421,61275.00,18.00,11029.50,0.00,72304.50,2026-01-02,267.500,0.000,Closed,PO line converted from PR item 261 for Copper Wire 1.60 mm,2025-12-25 14:33:00,2025-12-25 15:33:00
732,244,261,31,347.750,kg,234.938893,81700.00,18.00,14706.00,0.00,96406.00,2025-12-28,347.750,0.000,Closed,PO line converted from PR item 261 for Copper Wire 1.60 mm,2025-12-25 14:36:00,2025-12-25 15:36:00
733,244,261,31,428.000,kg,238.609813,102125.00,18.00,18382.50,0.00,120507.50,2025-12-29,428.000,0.000,Closed,PO line converted from PR item 261 for Copper Wire 1.60 mm,2025-12-25 14:39:00,2025-12-25 15:39:00
734,244,261,31,187.250,kg,654.472630,122550.00,18.00,22059.00,0.00,144609.00,2025-12-30,187.250,0.000,Closed,PO line converted from PR item 261 for Copper Wire 1.60 mm,2025-12-25 14:42:00,2025-12-25 15:42:00
735,245,262,100,22.500,No,36631.111111,824200.00,18.00,148356.00,0.00,972556.00,2026-01-05,0.000,22.500,Ordered,PO line converted from PR item 262 for BLDC Motor 1.5 kW,2025-12-28 14:45:00,2025-12-28 15:45:00
736,246,263,9,1463.150,No,77.531354,113440.00,18.00,20419.20,1701.60,132157.60,2025-12-31,1463.150,0.000,Fully Received,PO line converted from PR item 263 for NdFeB Magnet N48,2025-12-28 14:48:00,2025-12-28 15:48:00
737,246,263,9,1800.800,No,94.491337,170160.00,18.00,30628.80,2552.40,198236.40,2026-01-01,1260.560,540.240,Partially Received,PO line converted from PR item 263 for NdFeB Magnet N48,2025-12-28 14:51:00,2025-12-28 15:51:00
738,247,264,79,4975.200,No,1.116651,5555.56,18.00,1000.00,0.00,6555.56,2026-01-03,4975.200,0.000,Fully Received,PO line converted from PR item 264 for External Circlip,2025-12-30 14:54:00,2025-12-30 15:54:00
739,247,264,79,2176.650,No,3.828512,8333.33,18.00,1500.00,0.00,9833.33,2026-01-04,2176.650,0.000,Fully Received,PO line converted from PR item 264 for External Circlip,2025-12-30 14:57:00,2025-12-30 15:57:00
740,247,264,79,3109.500,No,3.573279,11111.11,18.00,2000.00,0.00,13111.11,2026-01-05,3109.500,0.000,Fully Received,PO line converted from PR item 264 for External Circlip,2025-12-30 14:00:00,2025-12-30 15:00:00
741,248,265,31,238.000,kg,251.620630,59885.71,18.00,10779.43,0.00,70665.14,2026-01-07,0.000,238.000,Cancelled,PO line converted from PR item 265 for Copper Wire 1.60 mm,2026-01-02 14:03:00,2026-01-02 15:03:00
742,248,265,31,340.000,kg,264.201676,89828.57,18.00,16169.14,0.00,105997.71,2026-01-08,0.000,340.000,Cancelled,PO line converted from PR item 265 for Copper Wire 1.60 mm,2026-01-02 14:06:00,2026-01-02 15:06:00
743,248,265,31,442.000,kg,270.976086,119771.43,18.00,21558.86,0.00,141330.29,2026-01-09,0.000,442.000,Cancelled,PO line converted from PR item 265 for Copper Wire 1.60 mm,2026-01-02 14:09:00,2026-01-02 15:09:00
744,248,265,31,544.000,kg,275.210092,149714.29,18.00,26948.57,0.00,176662.86,2026-01-10,0.000,544.000,Cancelled,PO line converted from PR item 265 for Copper Wire 1.60 mm,2026-01-02 14:12:00,2026-01-02 15:12:00
745,249,266,40,393.500,No,19.923761,7840.00,18.00,1411.20,0.00,9251.20,2026-01-10,0.000,393.500,Ordered,PO line converted from PR item 266 for Hall Sensor PCB,2026-01-04 14:15:00,2026-01-04 15:15:00
746,249,266,40,511.550,No,22.988955,11760.00,18.00,2116.80,0.00,13876.80,2026-01-11,0.000,511.550,Ordered,PO line converted from PR item 266 for Hall Sensor PCB,2026-01-04 14:18:00,2026-01-04 15:18:00
747,249,266,40,629.600,No,24.904701,15680.00,18.00,2822.40,0.00,18502.40,2026-01-12,0.000,629.600,Ordered,PO line converted from PR item 266 for Hall Sensor PCB,2026-01-04 14:21:00,2026-01-04 15:21:00
748,249,266,40,275.450,No,71.156290,19600.00,18.00,3528.00,0.00,23128.00,2026-01-07,0.000,275.450,Ordered,PO line converted from PR item 266 for Hall Sensor PCB,2026-01-04 14:24:00,2026-01-04 15:24:00
749,249,266,40,393.500,No,59.771283,23520.00,18.00,4233.60,0.00,27753.60,2026-01-08,0.000,393.500,Ordered,PO line converted from PR item 266 for Hall Sensor PCB,2026-01-04 14:27:00,2026-01-04 15:27:00
750,250,267,53,136.500,No,183.150183,25000.00,18.00,4500.00,0.00,29500.00,2026-01-14,136.500,0.000,Fully Received,PO line converted from PR item 267 for Cable Tie 200 mm,2026-01-07 14:30:00,2026-01-07 15:30:00
751,251,268,64,4865.600,No,2.055245,10000.00,18.00,1800.00,0.00,11800.00,2026-01-13,4865.600,0.000,Fully Received,PO line converted from PR item 268 for Hex Bolt M6×25,2026-01-05 14:33:00,2026-01-05 15:33:00
752,251,268,64,2128.700,No,7.046554,15000.00,18.00,2700.00,0.00,17700.00,2026-01-08,2128.700,0.000,Fully Received,PO line converted from PR item 268 for Hex Bolt M6×25,2026-01-05 14:36:00,2026-01-05 15:36:00
753,252,269,26,37.450,No,148.346061,5555.56,18.00,1000.00,0.00,6555.56,2026-01-10,37.450,0.000,Closed,PO line converted from PR item 269 for O-Ring Standard,2026-01-07 14:39:00,2026-01-07 15:39:00
754,252,269,26,53.500,No,155.763178,8333.33,18.00,1500.00,0.00,9833.33,2026-01-11,53.500,0.000,Closed,PO line converted from PR item 269 for O-Ring Standard,2026-01-07 14:42:00,2026-01-07 15:42:00
755,252,269,26,69.550,No,159.757153,11111.11,18.00,2000.00,0.00,13111.11,2026-01-12,69.550,0.000,Closed,PO line converted from PR item 269 for O-Ring Standard,2026-01-07 14:45:00,2026-01-07 15:45:00
756,253,270,38,500.000,No,7.142860,3571.43,18.00,642.86,53.57,4160.72,2026-01-12,0.000,500.000,Ordered,PO line converted from PR item 270 for Terminal Lug,2026-01-08 14:48:00,2026-01-08 15:48:00
757,253,270,38,650.000,No,8.241754,5357.14,18.00,964.29,80.36,6241.07,2026-01-13,0.000,650.000,Ordered,PO line converted from PR item 270 for Terminal Lug,2026-01-08 14:51:00,2026-01-08 15:51:00
758,253,270,38,800.000,No,8.928575,7142.86,18.00,1285.71,107.14,8321.43,2026-01-14,0.000,800.000,Ordered,PO line converted from PR item 270 for Terminal Lug,2026-01-08 14:54:00,2026-01-08 15:54:00
759,253,270,38,350.000,No,25.510200,8928.57,18.00,1607.14,133.93,10401.78,2026-01-15,0.000,350.000,Ordered,PO line converted from PR item 270 for Terminal Lug,2026-01-08 14:57:00,2026-01-08 15:57:00
760,254,271,49,183.300,No,13.638843,2500.00,18.00,450.00,0.00,2950.00,2026-01-23,183.300,0.000,Fully Received,PO line converted from PR item 271 for Cable Gland PG9,2026-01-18 14:00:00,2026-01-18 15:00:00
761,254,271,49,225.600,No,16.622340,3750.00,18.00,675.00,0.00,4425.00,2026-01-24,157.920,67.680,Partially Received,PO line converted from PR item 271 for Cable Gland PG9,2026-01-18 14:03:00,2026-01-18 15:03:00
762,254,271,49,98.700,No,50.658561,5000.00,18.00,900.00,0.00,5900.00,2026-01-25,24.675,74.025,Partially Received,PO line converted from PR item 271 for Cable Gland PG9,2026-01-18 14:06:00,2026-01-18 15:06:00
763,254,271,49,141.000,No,44.326241,6250.00,18.00,1125.00,0.00,7375.00,2026-01-26,56.400,84.600,Partially Received,PO line converted from PR item 271 for Cable Gland PG9,2026-01-18 14:09:00,2026-01-18 15:09:00
764,254,271,49,183.300,No,40.916530,7500.00,18.00,1350.00,0.00,8850.00,2026-01-21,183.300,0.000,Fully Received,PO line converted from PR item 271 for Cable Gland PG9,2026-01-18 14:12:00,2026-01-18 15:12:00
765,255,272,6,72.000,No,6187.500000,445500.00,18.00,80190.00,0.00,525690.00,2026-01-25,72.000,0.000,Fully Received,PO line converted from PR item 272 for Rotor Core 7.5 kW,2026-01-19 14:15:00,2026-01-19 15:15:00
766,256,273,17,213.150,No,960.075065,204640.00,18.00,36835.20,0.00,241475.20,2026-01-22,0.000,213.150,Cancelled,PO line converted from PR item 273 for Housing 3 kW,2026-01-15 14:18:00,2026-01-15 15:18:00
767,256,273,17,304.500,No,1008.078818,306960.00,18.00,55252.80,0.00,362212.80,2026-01-23,0.000,304.500,Cancelled,PO line converted from PR item 273 for Housing 3 kW,2026-01-15 14:21:00,2026-01-15 15:21:00
768,257,274,28,165.000,No,33.670061,5555.56,18.00,1000.00,0.00,6555.56,2026-01-28,0.000,165.000,Ordered,PO line converted from PR item 274 for Oil Seal Heavy Duty,2026-01-20 14:24:00,2026-01-20 15:24:00
769,257,274,28,214.500,No,38.850023,8333.33,18.00,1500.00,0.00,9833.33,2026-01-23,0.000,214.500,Ordered,PO line converted from PR item 274 for Oil Seal Heavy Duty,2026-01-20 14:27:00,2026-01-20 15:27:00
770,257,274,28,264.000,No,42.087538,11111.11,18.00,2000.00,0.00,13111.11,2026-01-24,0.000,264.000,Ordered,PO line converted from PR item 274 for Oil Seal Heavy Duty,2026-01-20 14:30:00,2026-01-20 15:30:00
771,258,275,90,606.450,Sheet,5.889076,3571.43,18.00,642.86,0.00,4214.29,2026-01-25,606.450,0.000,Fully Received,PO line converted from PR item 275 for Bubble Wrap,2026-01-22 14:33:00,2026-01-22 15:33:00
772,258,275,90,746.400,Sheet,7.177304,5357.14,18.00,964.29,0.00,6321.43,2026-01-26,522.480,223.920,Partially Received,PO line converted from PR item 275 for Bubble Wrap,2026-01-22 14:36:00,2026-01-22 15:36:00
773,258,275,90,326.550,Sheet,21.873710,7142.86,18.00,1285.71,0.00,8428.57,2026-01-27,81.638,244.912,Partially Received,PO line converted from PR item 275 for Bubble Wrap,2026-01-22 14:39:00,2026-01-22 15:39:00
774,258,275,90,466.500,Sheet,19.139486,8928.57,18.00,1607.14,0.00,10535.71,2026-01-28,186.600,279.900,Partially Received,PO line converted from PR item 275 for Bubble Wrap,2026-01-22 14:42:00,2026-01-22 15:42:00
775,259,276,50,388.800,No,6.430041,2500.00,18.00,450.00,0.00,2950.00,2026-01-27,388.800,0.000,Fully Received,PO line converted from PR item 276 for Cable Gland PG11,2026-01-23 14:45:00,2026-01-23 15:45:00
776,259,276,50,170.100,No,22.045855,3750.00,18.00,675.00,0.00,4425.00,2026-01-28,170.100,0.000,Fully Received,PO line converted from PR item 276 for Cable Gland PG11,2026-01-23 14:48:00,2026-01-23 15:48:00
777,259,276,50,243.000,No,20.576132,5000.00,18.00,900.00,0.00,5900.00,2026-01-29,243.000,0.000,Fully Received,PO line converted from PR item 276 for Cable Gland PG11,2026-01-23 14:51:00,2026-01-23 15:51:00
778,259,276,50,315.900,No,19.784742,6250.00,18.00,1125.00,0.00,7375.00,2026-01-30,315.900,0.000,Fully Received,PO line converted from PR item 276 for Cable Gland PG11,2026-01-23 14:54:00,2026-01-23 15:54:00
779,259,276,50,388.800,No,19.290123,7500.00,18.00,1350.00,0.00,8850.00,2026-01-31,388.800,0.000,Fully Received,PO line converted from PR item 276 for Cable Gland PG11,2026-01-23 14:57:00,2026-01-23 15:57:00
780,260,277,61,2331.000,m,70.699271,164800.00,18.00,29664.00,2472.00,191992.00,2026-02-01,2331.000,0.000,Closed,PO line converted from PR item 277 for Heat Shrink Sleeve 8 mm,2026-01-27 14:00:00,2026-01-27 15:00:00
781,261,280,71,3329.500,No,3.003454,10000.00,18.00,1800.00,0.00,11800.00,2026-02-03,0.000,3329.500,Ordered,PO line converted from PR item 280 for Flat Washer M8,2026-01-28 14:03:00,2026-01-28 15:03:00
782,261,280,71,4328.350,No,3.465524,15000.00,18.00,2700.00,0.00,17700.00,2026-02-04,0.000,4328.350,Ordered,PO line converted from PR item 280 for Flat Washer M8,2026-01-28 14:06:00,2026-01-28 15:06:00
783,262,281,3,237.900,No,1081.033123,257177.78,18.00,46292.00,0.00,303469.78,2026-02-05,237.900,0.000,Fully Received,PO line converted from PR item 281 for Stator Core 7.5 kW,2026-01-29 14:09:00,2026-01-29 15:09:00
784,262,281,3,292.800,No,1317.509119,385766.67,18.00,69438.00,0.00,455204.67,2026-02-06,204.960,87.840,Partially Received,PO line converted from PR item 281 for Stator Core 7.5 kW,2026-01-29 14:12:00,2026-01-29 15:12:00
785,262,281,3,128.100,No,4015.265808,514355.55,18.00,92584.00,0.00,606939.55,2026-02-01,32.025,96.075,Partially Received,PO line converted from PR item 281 for Stator Core 7.5 kW,2026-01-29 14:15:00,2026-01-29 15:15:00
786,263,282,14,708.000,No,26.311540,18628.57,18.00,3353.14,0.00,21981.71,2026-02-08,708.000,0.000,Fully Received,PO line converted from PR item 282 for Rotor Sleeve SS 0.6 mm,2026-01-31 14:18:00,2026-01-31 15:18:00
787,263,282,14,309.750,No,90.211009,27942.86,18.00,5029.71,0.00,32972.57,2026-02-03,309.750,0.000,Fully Received,PO line converted from PR item 282 for Rotor Sleeve SS 0.6 mm,2026-01-31 14:21:00,2026-01-31 15:21:00
788,263,282,14,442.500,No,84.196927,37257.14,18.00,6706.29,0.00,43963.43,2026-02-04,442.500,0.000,Fully Received,PO line converted from PR item 282 for Rotor Sleeve SS 0.6 mm,2026-01-31 14:24:00,2026-01-31 15:24:00
789,263,282,14,575.250,No,80.958592,46571.43,18.00,8382.86,0.00,54954.29,2026-02-05,575.250,0.000,Fully Received,PO line converted from PR item 282 for Rotor Sleeve SS 0.6 mm,2026-01-31 14:27:00,2026-01-31 15:27:00
790,264,283,25,94.150,No,154.115773,14510.00,18.00,2611.80,0.00,17121.80,2026-02-05,0.000,94.150,Cancelled,PO line converted from PR item 283 for Bearing 6307-2RS,2026-02-02 14:30:00,2026-02-02 15:30:00
791,264,283,25,134.500,No,161.821561,21765.00,18.00,3917.70,0.00,25682.70,2026-02-06,0.000,134.500,Cancelled,PO line converted from PR item 283 for Bearing 6307-2RS,2026-02-02 14:33:00,2026-02-02 15:33:00
792,264,283,25,174.850,No,165.970832,29020.00,18.00,5223.60,0.00,34243.60,2026-02-07,0.000,174.850,Cancelled,PO line converted from PR item 283 for Bearing 6307-2RS,2026-02-02 14:36:00,2026-02-02 15:36:00
793,264,283,25,215.200,No,168.564126,36275.00,18.00,6529.50,0.00,42804.50,2026-02-08,0.000,215.200,Cancelled,PO line converted from PR item 283 for Bearing 6307-2RS,2026-02-02 14:39:00,2026-02-02 15:39:00
794,264,283,25,94.150,No,462.347318,43530.00,18.00,7835.40,0.00,51365.40,2026-02-09,0.000,94.150,Cancelled,PO line converted from PR item 283 for Bearing 6307-2RS,2026-02-02 14:42:00,2026-02-02 15:42:00
795,265,284,36,740.000,No,356.351351,263700.00,18.00,47466.00,0.00,311166.00,2026-02-07,0.000,740.000,Ordered,PO line converted from PR item 284 for Terminal Block Heavy Duty,2026-02-03 14:45:00,2026-02-03 15:45:00
796,266,285,47,495.300,Set,96.910963,48000.00,18.00,8640.00,0.00,56640.00,2026-02-06,495.300,0.000,Fully Received,PO line converted from PR item 285 for Wiring Harness Automotive,2026-02-01 14:48:00,2026-02-01 15:48:00
