po_id,po_number,pr_id,vendor_id,department_id,po_date,expected_delivery_date,payment_terms,delivery_terms,billing_address,shipping_address,subtotal_amount,tax_amount,freight_charges,discount_amount,total_po_amount,currency,po_status,approval_status,approved_by,approved_date,remarks,created_at,updated_at
178,PO202508140178,42,19,1,2025-08-14,2025-08-31,"50% advance, balance against dispatch",Door delivery to raw material store,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",183300.00,32994.00,2599.80,0.00,218893.80,INR,Partially Received,Approved,11,2025-08-14,PR-based procurement for Electronic Components from PR202606300042,2025-08-14 10:39:00,2025-08-14 11:39:00
179,PO202508180179,43,5,2,2025-08-18,2025-09-15,15 days after material acceptance,Freight extra at actuals,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Rotor Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",2834700.00,510246.00,24177.60,0.00,3369123.60,INR,Fully Received,Approved,12,2025-08-19,PR-based procurement for Core Components from PR202606300043,2025-08-18 10:46:00,2025-08-18 11:46:00
180,PO202508200180,44,30,1,2025-08-20,2025-09-12,Immediate payment against proforma invoice,Delivery in staggered lots as per production plan,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1750.00,0.00,31250.00,INR,Closed,Approved,13,2025-08-22,PR-based procurement for Fasteners from PR202606300044,2025-08-20 10:53:00,2025-08-20 11:53:00
181,PO202508180181,45,28,1,2025-08-18,2025-08-29,30 days credit from invoice date,"FOR Hosur plant, freight included","EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1650.00,0.00,31150.00,INR,Issued,Pending,,,PR-based procurement for Fasteners from PR202606300045,2025-08-18 10:00:00,2025-08-18 11:00:00
182,PO202508230182,46,35,1,2025-08-23,2025-09-08,45 days credit after GRN acceptance,Ex-works supplier warehouse,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1700.00,0.00,31200.00,INR,Partially Received,Approved,3,2025-08-24,PR-based procurement for Packaging Materials from PR202606300046,2025-08-23 10:07:00,2025-08-23 11:07:00
183,PO202508250183,47,6,1,2025-08-25,2025-09-24,"50% advance, balance against dispatch",Door delivery to raw material store,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",136600.00,24588.00,2866.00,2049.00,162005.00,INR,Fully Received,Approved,4,2025-08-27,PR-based procurement for Core Components from PR202606300047,2025-08-25 10:14:00,2025-08-25 11:14:00
184,PO202508280184,48,7,1,2025-08-28,2025-09-25,15 days after material acceptance,Freight extra at actuals,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",559000.00,100620.00,4854.00,0.00,664474.00,INR,Cancelled,Pending,,,PR-based procurement for Magnetic Components from PR202606300048,2025-08-28 10:21:00,2025-08-28 11:21:00
185,PO202508300185,49,14,3,2025-08-30,2025-09-23,Immediate payment against proforma invoice,Delivery in staggered lots as per production plan,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Assembly Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",225700.00,40626.00,3305.60,0.00,269631.60,INR,Issued,Approved,6,2025-08-31,PR-based procurement for Mechanical Components from PR202606300049,2025-08-30 10:28:00,2025-08-30 11:28:00
186,PO202508280186,50,24,1,2025-08-28,2025-09-19,30 days credit from invoice date,"FOR Hosur plant, freight included","EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",197700.00,35586.00,3477.00,0.00,236763.00,INR,Partially Received,Approved,7,2025-08-30,PR-based procurement for Electrical Components from PR202606300050,2025-08-28 10:35:00,2025-08-28 11:35:00
187,PO202508310187,51,15,1,2025-08-31,2025-09-19,45 days credit after GRN acceptance,Ex-works supplier warehouse,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",87200.00,15696.00,2023.20,0.00,104919.20,INR,Fully Received,Approved,8,2025-08-31,PR-based procurement for Bearings from PR202606300051,2025-08-31 10:42:00,2025-08-31 11:42:00
188,PO202509020188,52,26,1,2025-09-02,2025-09-27,"50% advance, balance against dispatch",Door delivery to raw material store,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1700.00,0.00,31200.00,INR,Closed,Approved,9,2025-09-03,PR-based procurement for Insulation Materials from PR202606300052,2025-09-02 10:49:00,2025-09-02 11:49:00
189,PO202509040189,53,3,1,2025-09-04,2025-09-30,15 days after material acceptance,Freight extra at actuals,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",270300.00,48654.00,4203.00,0.00,323157.00,INR,Issued,Approved,10,2025-09-06,PR-based procurement for Electrical Components from PR202606300053,2025-09-04 10:56:00,2025-09-04 11:56:00
190,PO202509070190,54,28,1,2025-09-07,2025-09-18,Immediate payment against proforma invoice,Delivery in staggered lots as per production plan,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1650.00,375.00,30775.00,INR,Partially Received,Approved,11,2025-09-07,PR-based procurement for Fasteners from PR202606300054,2025-09-07 10:03:00,2025-09-07 11:03:00
191,PO202509090191,55,32,1,2025-09-09,2025-09-22,30 days credit from invoice date,"FOR Hosur plant, freight included","EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1700.00,0.00,31200.00,INR,Fully Received,Approved,12,2025-09-10,PR-based procurement for Consumables from PR202606300055,2025-09-09 10:10:00,2025-09-09 11:10:00
192,PO202509110192,56,6,1,2025-09-11,2025-10-11,45 days credit after GRN acceptance,Ex-works supplier warehouse,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",408600.00,73548.00,5586.00,0.00,487734.00,INR,Cancelled,Pending,,,PR-based procurement for Core Components from PR202606300056,2025-09-11 10:17:00,2025-09-11 11:17:00
193,PO202509130193,57,12,3,2025-09-13,2025-10-03,"50% advance, balance against dispatch",Door delivery to raw material store,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Assembly Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",1602500.00,288450.00,11115.00,0.00,1902065.00,INR,Issued,Pending,,,PR-based procurement for Mechanical Components from PR202606300057,2025-09-13 10:24:00,2025-09-13 11:24:00
194,PO202509150194,58,13,1,2025-09-15,2025-10-08,15 days after material acceptance,Freight extra at actuals,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",874200.00,157356.00,8493.60,0.00,1040049.60,INR,Partially Received,Approved,3,2025-09-16,PR-based procurement for Mechanical Components from PR202606300058,2025-09-15 10:31:00,2025-09-15 11:31:00
195,PO202509180195,59,3,1,2025-09-18,2025-10-11,Immediate payment against proforma invoice,Delivery in staggered lots as per production plan,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",136400.00,24552.00,2864.00,0.00,163816.00,INR,Fully Received,Approved,4,2025-09-20,PR-based procurement for Electrical Components from PR202606300059,2025-09-18 10:38:00,2025-09-18 11:38:00
196,PO202509140196,60,21,1,2025-09-14,2025-10-03,30 days credit from invoice date,"FOR Hosur plant, freight included","EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",73500.00,13230.00,1941.00,0.00,88671.00,INR,Closed,Approved,5,2025-09-14,PR-based procurement for Electronic Components from PR202606300060,2025-09-14 10:45:00,2025-09-14 11:45:00
197,PO202509160197,61,16,2,2025-09-16,2025-10-07,45 days credit after GRN acceptance,Ex-works supplier warehouse,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Rotor Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",96300.00,17334.00,2270.40,1444.50,114459.90,INR,Issued,Approved,6,2025-09-17,PR-based procurement for Bearings from PR202606300061,2025-09-16 10:52:00,2025-09-16 11:52:00
198,PO202509180198,62,27,1,2025-09-18,2025-10-19,"50% advance, balance against dispatch",Door delivery to raw material store,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",57900.00,10422.00,2079.00,0.00,70401.00,INR,Partially Received,Approved,7,2025-09-20,PR-based procurement for Insulation Materials from PR202606300062,2025-09-18 10:59:00,2025-09-18 11:59:00
199,PO202509200199,63,28,1,2025-09-20,2025-10-01,15 days after material acceptance,Freight extra at actuals,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1650.00,0.00,31150.00,INR,Fully Received,Approved,8,2025-09-20,PR-based procurement for Fasteners from PR202606300063,2025-09-20 10:06:00,2025-09-20 11:06:00
200,PO202509220200,64,35,2,2025-09-22,2025-10-08,Immediate payment against proforma invoice,Delivery in staggered lots as per production plan,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Rotor Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1700.00,0.00,31200.00,INR,Cancelled,Pending,,,PR-based procurement for Packaging Materials from PR202606300064,2025-09-22 10:13:00,2025-09-22 11:13:00
201,PO202509190201,65,10,1,2025-09-19,2025-10-09,30 days credit from invoice date,"FOR Hosur plant, freight included","EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",98800.00,17784.00,2488.00,0.00,119072.00,INR,Issued,Approved,10,2025-09-21,PR-based procurement for Finished Goods from PR202606300065,2025-09-19 10:20:00,2025-09-19 11:20:00
202,PO202509200202,66,4,1,2025-09-20,2025-10-16,45 days credit after GRN acceptance,Ex-works supplier warehouse,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",423500.00,76230.00,4041.00,0.00,503771.00,INR,Partially Received,Approved,11,2025-09-20,PR-based procurement for Core Components from PR202606300066,2025-09-20 10:27:00,2025-09-20 11:27:00
203,PO202509230203,67,29,1,2025-09-23,2025-10-09,"50% advance, balance against dispatch",Door delivery to raw material store,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",46000.00,8280.00,1868.00,0.00,56148.00,INR,Fully Received,Approved,12,2025-09-24,PR-based procurement for Fasteners from PR202606300067,2025-09-23 10:34:00,2025-09-23 11:34:00
204,PO202509260204,68,24,1,2025-09-26,2025-10-18,15 days after material acceptance,Freight extra at actuals,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",852400.00,153432.00,10024.00,12786.00,1003070.00,INR,Closed,Approved,13,2025-09-28,PR-based procurement for Electrical Components from PR202606300068,2025-09-26 10:41:00,2025-09-26 11:41:00
205,PO202509280205,69,18,1,2025-09-28,2025-10-16,Immediate payment against proforma invoice,Delivery in staggered lots as per production plan,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",2781800.00,500724.00,18190.80,0.00,3300714.80,INR,Issued,Pending,,,PR-based procurement for Electronic Components from PR202606300069,2025-09-28 10:48:00,2025-09-28 11:48:00
206,PO202509240206,70,19,1,2025-09-24,2025-10-12,30 days credit from invoice date,"FOR Hosur plant, freight included","EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1700.00,0.00,31200.00,INR,Partially Received,Approved,3,2025-09-25,PR-based procurement for Electronic Components from PR202606300070,2025-09-24 10:55:00,2025-09-24 11:55:00
207,PO202509260207,71,27,1,2025-09-26,2025-10-27,45 days credit after GRN acceptance,Ex-works supplier warehouse,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",27600.00,4968.00,1776.00,0.00,34344.00,INR,Fully Received,Approved,4,2025-09-28,PR-based procurement for Insulation Materials from PR202606300071,2025-09-26 10:02:00,2025-09-26 11:02:00
208,PO202509290208,72,25,1,2025-09-29,2025-10-18,"50% advance, balance against dispatch",Door delivery to raw material store,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",139900.00,25182.00,2339.40,0.00,167421.40,INR,Cancelled,Pending,,,PR-based procurement for Insulation Materials from PR202606300072,2025-09-29 10:09:00,2025-09-29 11:09:00
209,PO202510020209,73,29,1,2025-10-02,2025-10-15,15 days after material acceptance,Freight extra at actuals,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1700.00,0.00,31200.00,INR,Issued,Approved,6,2025-10-03,PR-based procurement for Fasteners from PR202606300073,2025-10-02 10:16:00,2025-10-02 11:16:00
210,PO202510060210,74,35,1,2025-10-06,2025-10-23,Immediate payment against proforma invoice,Delivery in staggered lots as per production plan,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1750.00,0.00,31250.00,INR,Partially Received,Approved,7,2025-10-08,PR-based procurement for Packaging Materials from PR202606300074,2025-10-06 10:23:00,2025-10-06 11:23:00
211,PO202510030211,75,28,1,2025-10-03,2025-10-17,30 days credit from invoice date,"FOR Hosur plant, freight included","EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1650.00,375.00,30775.00,INR,Fully Received,Approved,8,2025-10-03,PR-based procurement for Fasteners from PR202606300075,2025-10-03 10:30:00,2025-10-03 11:30:00
212,PO202510040212,76,11,1,2025-10-04,2025-10-23,45 days credit after GRN acceptance,Ex-works supplier warehouse,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",105300.00,18954.00,2342.40,0.00,126596.40,INR,Closed,Approved,9,2025-10-05,PR-based procurement for Mechanical Components from PR202606300076,2025-10-04 10:37:00,2025-10-04 11:37:00
213,PO202510080213,77,12,1,2025-10-08,2025-10-30,"50% advance, balance against dispatch",Door delivery to raw material store,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",28300.00,5094.00,1783.00,0.00,35177.00,INR,Issued,Approved,10,2025-10-10,PR-based procurement for Mechanical Components from PR202606300077,2025-10-08 10:44:00,2025-10-08 11:44:00
214,PO202510120214,78,22,1,2025-10-12,2025-11-04,15 days after material acceptance,Freight extra at actuals,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",42300.00,7614.00,1753.80,0.00,51667.80,INR,Partially Received,Approved,11,2025-10-12,PR-based procurement for Electrical Components from PR202606300078,2025-10-12 10:51:00,2025-10-12 11:51:00
215,PO202510170215,79,20,2,2025-10-17,2025-11-05,Immediate payment against proforma invoice,Delivery in staggered lots as per production plan,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Rotor Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",28300.00,5094.00,1726.40,0.00,35120.40,INR,Fully Received,Approved,12,2025-10-18,PR-based procurement for Electronic Components from PR202606300079,2025-10-17 10:58:00,2025-10-17 11:58:00
216,PO202510150216,80,21,1,2025-10-15,2025-11-05,30 days credit from invoice date,"FOR Hosur plant, freight included","EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1750.00,0.00,31250.00,INR,Cancelled,Pending,,,PR-based procurement for Electronic Components from PR202606300080,2025-10-15 10:05:00,2025-10-15 11:05:00
217,PO202510160217,81,7,1,2025-10-16,2025-11-10,45 days credit after GRN acceptance,Ex-works supplier warehouse,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",94500.00,17010.00,2067.00,0.00,113577.00,INR,Issued,Pending,,,PR-based procurement for Magnetic Components from PR202606300081,2025-10-16 10:12:00,2025-10-16 11:12:00
218,PO202510180218,82,29,2,2025-10-18,2025-10-31,"50% advance, balance against dispatch",Door delivery to raw material store,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Rotor Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1700.00,375.00,30825.00,INR,Partially Received,Approved,3,2025-10-19,PR-based procurement for Fasteners from PR202606300082,2025-10-18 10:19:00,2025-10-18 11:19:00
219,PO202510240219,83,33,1,2025-10-24,2025-11-09,15 days after material acceptance,Freight extra at actuals,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1750.00,0.00,31250.00,INR,Fully Received,Approved,4,2025-10-26,PR-based procurement for Consumables from PR202606300083,2025-10-24 10:26:00,2025-10-24 11:26:00
220,PO202510250220,84,35,1,2025-10-25,2025-11-12,Immediate payment against proforma invoice,Delivery in staggered lots as per production plan,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1650.00,0.00,31150.00,INR,Closed,Approved,5,2025-10-25,PR-based procurement for Identification & Documentation from PR202606300084,2025-10-25 10:33:00,2025-10-25 11:33:00
221,PO202510210221,85,8,1,2025-10-21,2025-11-15,30 days credit from invoice date,"FOR Hosur plant, freight included","EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",74200.00,13356.00,2093.60,0.00,89649.60,INR,Issued,Approved,6,2025-10-22,PR-based procurement for Magnetic Components from PR202606300085,2025-10-21 10:40:00,2025-10-21 11:40:00
222,PO202510250222,87,19,1,2025-10-25,2025-11-10,45 days credit after GRN acceptance,Ex-works supplier warehouse,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",27400.00,4932.00,1774.00,0.00,34106.00,INR,Partially Received,Approved,7,2025-10-27,PR-based procurement for Electronic Components from PR202606300087,2025-10-25 10:47:00,2025-10-25 11:47:00
223,PO202510270223,88,20,1,2025-10-27,2025-11-14,"50% advance, balance against dispatch",Door delivery to raw material store,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",49200.00,8856.00,1795.20,0.00,59851.20,INR,Fully Received,Approved,8,2025-10-27,PR-based procurement for Electronic Components from PR202606300088,2025-10-27 10:54:00,2025-10-27 11:54:00
224,PO202510290224,89,21,1,2025-10-29,2025-11-18,15 days after material acceptance,Freight extra at actuals,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",78300.00,14094.00,2126.40,0.00,94520.40,INR,Cancelled,Pending,,,PR-based procurement for Electronic Components from PR202606300089,2025-10-29 10:01:00,2025-10-29 11:01:00
225,PO202511010225,90,27,1,2025-11-01,2025-12-02,Immediate payment against proforma invoice,Delivery in staggered lots as per production plan,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",236600.00,42588.00,3866.00,3549.00,279505.00,INR,Issued,Approved,10,2025-11-03,PR-based procurement for Insulation Materials from PR202606300090,2025-11-01 10:08:00,2025-11-01 11:08:00
226,PO202510280226,91,28,1,2025-10-28,2025-11-08,30 days credit from invoice date,"FOR Hosur plant, freight included","EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1650.00,0.00,31150.00,INR,Partially Received,Approved,11,2025-10-28,PR-based procurement for Fasteners from PR202606300091,2025-10-28 10:15:00,2025-10-28 11:15:00
227,PO202510300227,92,32,1,2025-10-30,2025-11-12,45 days credit after GRN acceptance,Ex-works supplier warehouse,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1700.00,0.00,31200.00,INR,Fully Received,Approved,12,2025-10-31,PR-based procurement for Consumables from PR202606300092,2025-10-30 10:22:00,2025-10-30 11:22:00
228,PO202511040228,93,35,1,2025-11-04,2025-11-21,"50% advance, balance against dispatch",Door delivery to raw material store,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1750.00,0.00,31250.00,INR,Closed,Approved,13,2025-11-06,PR-based procurement for Identification & Documentation from PR202606300093,2025-11-04 10:29:00,2025-11-04 11:29:00
229,PO202511070229,94,28,1,2025-11-07,2025-11-21,15 days after material acceptance,Freight extra at actuals,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1650.00,0.00,31150.00,INR,Issued,Approved,1,2025-11-07,PR-based procurement for Fasteners from PR202606300094,2025-11-07 10:36:00,2025-11-07 11:36:00
230,PO202511080230,95,14,1,2025-11-08,2025-12-02,Immediate payment against proforma invoice,Delivery in staggered lots as per production plan,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",164700.00,29646.00,2817.60,0.00,197163.60,INR,Partially Received,Approved,3,2025-11-09,PR-based procurement for Mechanical Components from PR202606300095,2025-11-08 10:43:00,2025-11-08 11:43:00
231,PO202511050231,96,10,1,2025-11-05,2025-11-28,30 days credit from invoice date,"FOR Hosur plant, freight included","EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1750.00,0.00,31250.00,INR,Fully Received,Approved,4,2025-11-07,PR-based procurement for Sealing Components from PR202606300096,2025-11-05 10:50:00,2025-11-05 11:50:00
232,PO202511080232,97,22,1,2025-11-08,2025-12-01,45 days credit after GRN acceptance,Ex-works supplier warehouse,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",27800.00,5004.00,1666.80,417.00,34053.80,INR,Cancelled,Pending,,,PR-based procurement for Electrical Components from PR202606300097,2025-11-08 10:57:00,2025-11-08 11:57:00
233,PO202511100233,98,18,1,2025-11-10,2025-11-29,"50% advance, balance against dispatch",Door delivery to raw material store,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",173800.00,31284.00,2890.40,0.00,207974.40,INR,Issued,Approved,6,2025-11-11,PR-based procurement for Electronic Components from PR202606300098,2025-11-10 10:04:00,2025-11-10 11:04:00
234,PO202511110234,99,24,1,2025-11-11,2025-12-06,15 days after material acceptance,Freight extra at actuals,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",71100.00,12798.00,2211.00,0.00,86109.00,INR,Partially Received,Approved,7,2025-11-13,PR-based procurement for Electrical Components from PR202606300099,2025-11-11 10:11:00,2025-11-11 11:11:00
235,PO202511140235,100,20,1,2025-11-14,2025-11-26,Immediate payment against proforma invoice,Delivery in staggered lots as per production plan,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",326400.00,58752.00,3458.40,0.00,388610.40,INR,Fully Received,Approved,8,2025-11-14,PR-based procurement for Electronic Components from PR202606300100,2025-11-14 10:18:00,2025-11-14 11:18:00
236,PO202511140236,101,29,1,2025-11-14,2025-11-27,30 days credit from invoice date,"FOR Hosur plant, freight included","EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1700.00,0.00,31200.00,INR,Closed,Approved,9,2025-11-15,PR-based procurement for Fasteners from PR202606300101,2025-11-14 10:25:00,2025-11-14 11:25:00
